,KO_richness,KO_shannon,KO_Simpson,OTU_richness,OTU_shannon,OTU_Simpson,NA,NA,week,NA,NA,NA,NA,NA,NA,NA,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,mpd.obs.z.1
SRR8743223_quant,275,2.6866,0.7093,5,1.2793,0.5344,Root,Control,4,RCO04,Root_Control_TP04,TP04R19,TP4R19,1,t642,19,5,0.096142154,0.097550627,0.040030769,479,-0.03518474,0.479,999,-0.269855272
SRR8743224_quant,434,2.8334,0.7225,8,2.102,0.7103,Root,Control,4,RCO04,Root_Control_TP04,TP04R2,TP4R2,1,t642,2,8,0.079569793,0.129828058,0.032904157,100,-1.527413879,0.1,999,0.628949093
SRR8743225_quant,1286,2.2642,0.581,9,2.0303,0.6437,Root,Control,5,RCO05,Root_Control_TP05,TP05R11,TP5R11,1,t642,11,9,0.077655379,0.117830039,0.030160554,117,-1.332026605,0.117,999,0.765268243
SRR8743226_quant,1395,4.6269,0.8854,4,1.0449,0.3907,Root,Control,5,RCO05,Root_Control_TP05,TP05R2,TP5R2,1,t642,2,4,0.060088257,0.071499902,0.026575548,374,-0.429403963,0.374,999,-0.299319618
SRR8743227_quant,618,4.086,0.8565,7,1.7047,0.5923,Root,Control,5,RCO05,Root_Control_TP05,TP05R19,TP5R19,1,t642,19,7,0.082033137,0.108438312,0.032739844,247,-0.806514999,0.247,999,0.647784045
SRR8743229_quant,3337,4.0279,0.7852,10,2.5344,0.7732,Root,Control,6,RCO06,Root_Control_TP06,TP06R19,TP6R19,1,t642,19,10,0.090260871,0.141519642,0.030440828,70,-1.683882305,0.07,999,1.690626981
SRR8743231_quant,4783,2.8618,0.6218,15,3.258,0.8554,Root,Control,7,RCO07,Root_Control_TP07,TP07R11,TP7R11,1,t642,11,15,0.07894498,0.156616867,0.024741968,1,-3.139276779,0.001,999,3.093691533
SRR8743232_quant,2747,5.1289,0.8691,11,2.6702,0.7883,Root,Control,8,RCO08,Root_Control_TP08,TP08R19,TP8R19,1,t642,19,11,0.048572105,0.144841419,0.028957973,1,-3.324449376,0.001,999,3.196120062
SRR8743233_quant,2290,5.7691,0.9103,10,2.7269,0.7888,Root,Control,8,RCO08,Root_Control_TP08,TP08R11,TP8R11,1,t642,11,10,0.042398734,0.144502863,0.027061369,1,-3.773058613,0.001,999,3.895291735
SRR8743234_quant,2405,3.3539,0.7465,11,2.8979,0.8297,Root,Control,8,RCO08,Root_Control_TP08,TP08R2,TP8R2,1,t642,2,11,0.102621096,0.152201177,0.027455409,57,-1.805840144,0.057,999,1.192062785
SRR8743235_quant,3300,4.4949,0.8069,10,3.0116,0.854,Root,Control,9,RCO09,Root_Control_TP09,TP09R19,TP9R19,1,t642,19,10,0.068701389,0.15679425,0.025903833,1,-3.40076552,0.001,999,2.39197878
SRR8743236_quant,6365,4.176,0.7087,14,3.4009,0.8829,Root,Control,9,RCO09,Root_Control_TP09,TP09R2,TP9R2,1,t642,2,14,0.079242892,0.162548513,0.022772882,1,-3.658106315,0.001,999,2.440388264
SRR8743237_quant,1356,5.0082,0.8952,11,2.8813,0.8251,Root,Control,9,RCO09,Root_Control_TP09,TP09R11,TP9R11,1,t642,11,11,0.048586358,0.150790584,0.027641929,1,-3.697434708,0.001,999,3.195812748
SRR8743238_quant,2661,5.4472,0.893,16,3.4752,0.8857,Root,Control,10,RCO10,Root_Control_TP10,TP10R19,TP10R19,1,t642,19,16,0.071780107,0.162166577,0.02308978,1,-3.914566028,0.001,999,2.839696502
SRR8743239_quant,12112,9.5762,0.9893,13,3.2906,0.8737,Root,Control,10,RCO10,Root_Control_TP10,TP10R11,TP10R11,1,t642,11,13,0.063452791,0.160281945,0.024101506,1,-4.017556132,0.001,999,3.991488446
SRR8743240_quant,4964,6.2634,0.9257,10,2.8022,0.8209,Root,Control,10,RCO10,Root_Control_TP10,TP10R2,TP10R2,1,t642,2,10,0.06990666,0.150320932,0.027914817,1,-2.880702078,0.001,999,2.304989361
SRR8743241_quant,7223,8.1514,0.962,18,3.614,0.8884,Root,Control,11,RCO11,Root_Control_TP11,TP11R19,TP11R19,1,t642,19,18,0.079539462,0.163487097,0.021567456,1,-3.892328925,0.001,999,3.026180276
SRR8743242_quant,12659,9.7536,0.9876,13,2.9977,0.8264,Root,Control,11,RCO11,Root_Control_TP11,TP11R11,TP11R11,1,t642,11,13,0.05913546,0.151668719,0.026473082,1,-3.495371573,0.001,999,4.039498898
SRR8743243_quant,8690,5.0675,0.8136,10,2.766,0.8186,Root,Control,11,RCO11,Root_Control_TP11,TP11R02z,TP11R2,1,t642,2,10,0.04427717,0.150191514,0.028184812,1,-3.757851648,0.001,999,3.478205585
SRR8743244_quant,9962,8.4735,0.9683,15,3.0442,0.8095,Root,Control,12,RCO12,Root_Control_TP12,TP12R11,TP12R11,1,t642,11,15,0.061717678,0.148645074,0.025273171,1,-3.439512772,0.001,999,3.169595692
SRR8743245_quant,12900,9.9356,0.9923,16,3.4311,0.8765,Root,Control,12,RCO12,Root_Control_TP12,TP12R2,TP12R2,1,t642,2,16,0.092287278,0.160933328,0.023589298,5,-2.910050526,0.005,999,2.864633045
SRR8743246_quant,14158,10.1165,0.9899,18,3.521,0.877,Root,Control,12,RCO12,Root_Control_TP12,TP12R19,TP12R19,1,t642,19,18,0.082464932,0.161379182,0.022845125,1,-3.454314677,0.001,999,3.68320463
SRR8743247_quant,12342,8.708,0.9599,15,3.0378,0.8081,Root,Control,13,RCO13,Root_Control_TP13,TP13R19,TP13R19,1,t642,19,15,0.059805804,0.148111837,0.025467284,1,-3.46743033,0.001,999,3.246432474
SRR8743248_quant,10970,9.0237,0.9762,13,3.1541,0.8618,Root,Control,13,RCO13,Root_Control_TP13,TP13R2,TP13R2,1,t642,2,13,0.057969568,0.158384689,0.025127967,1,-3.996149825,0.001,999,3.356783254
SRR8743249_quant,13757,9.66,0.9841,18,3.7205,0.9073,Root,Control,13,RCO13,Root_Control_TP13,TP13R11,TP13R11,1,t642,11,18,0.087382934,0.167567896,0.020062037,1,-3.996850476,0.001,999,4.08804627
SRR8743250_quant,11921,9.7161,0.9873,12,2.9683,0.8278,Root,Control,14,RCO14,Root_Control_TP14,TP14R11,TP14R11,1,t642,11,12,0.054059976,0.151528754,0.026329452,1,-3.701891697,0.001,999,3.488741866
SRR8743251_quant,8931,8.9789,0.9841,16,3.3996,0.8669,Root,Control,15,RCO15,Root_Control_TP15,TP15R19,TP15R19,1,t642,19,16,0.061231632,0.159065292,0.022690999,1,-4.311562502,0.001,999,4.13350286
SRR8743252_quant,17230,9.8689,0.984,14,3.3482,0.8733,Root,Control,15,RCO15,Root_Control_TP15,TP15R11,TP15R11,1,t642,11,14,0.058754087,0.160573358,0.023178612,1,-4.392811394,0.001,999,3.809844397
SRR8743253_quant,13954,9.8135,0.9865,13,3.2641,0.8696,Root,Control,17,RCO17,Root_Control_TP17,TP17R11,TP17R11,1,t642,11,13,0.068337935,0.160069913,0.023835929,1,-3.848475084,0.001,999,3.422663109
SRR8743254_quant,6655,7.6333,0.9436,15,3.275,0.86,Root,Control,17,RCO17,Root_Control_TP17,TP17R19,TP17R19,1,t642,19,15,0.058671327,0.158108456,0.024361543,1,-4.081725401,0.001,999,3.628965504
SRR8743255_quant,16584,10.7654,0.9957,22,3.7396,0.8866,Root,Control,17,RCO17,Root_Control_TP17,TP17R2,TP17R2,1,t642,2,22,0.08190485,0.163159075,0.021252849,1,-3.823215628,0.001,999,3.905121528
