,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,SCO04,SCO08,SCO09,SCO10,SCO11,SPO10,SPO11,SPR04,SPR08,SPR09,SPR10,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPO10,ZPO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10
K21752,14.522435,5.851733333,0,25.77283333,18.12555,10.21875,44.15905,30.16391667,92.7062,77.64366667,98.0271,118.2237167,145.38185,167.84544,164.5129,178.61335,49.21715,54.39193867,81.83921667,0,43.95511667,77.96265,18.4606,51.5054,66.65055,0,3.4175,0,0,0,0,14.32921667,7.9991,0,37.44383333,82.07148333,84.9930405,103.994225,91.95111,200.2005667,9.135195,1.12584,0,2.895815,1.08137,1.261125,0,10.5244,0.65024,17.544435,3.31344,0,0,1.32435,1.550505,0,0,2.829995,0,2.70575,0,0,0,1.12508
K02942,200.82145,0,0,23.863,31.78793333,72.1366,0,27.49,55.29496667,12.81936667,12.37738,7.1077,137.06615,58.79898,83.1286,47.65088333,0,48.92571667,99.71466667,64.411,0,0,0,196.3595,28.27516667,11.44556667,0,0,0,0,0,42.751,23.24583333,0,141.6435,15.58833333,133.00275,114.736925,11.8944,57.2735,13.887485,0,2.493915,0,6.53842,7.689715,4.53028,27.404795,0,12.943805,11.060475,3.122255,0,0,0,0,0,0,0,21.3913,0,0,0,0
K17278,10.62808333,13.5818,6.78625,10.323,22.70236333,7.3494,42.54038333,42.01436667,37.37028333,61.82943333,118.26208,143.8427167,201.60335,142.12916,146.6408,151.40885,76.99245,23.81676667,22.19543333,0,28.02741667,0,36.32611667,21.52095,46.48216667,0,0,0,0,0,0,0,0,0,32.83276667,27.9993,21.1017,138.59365,30.8778,97.60543333,7.886315,6.22114,0,4.671975,2.607105,4.22281,0.85107,15.965525,0.719645,1.305275,2.837915,0,0,1.363485,0,1.253405,0,1.559955,1.309225,0,0,0,4.165565,0
K00846,4.049706667,0,0,0,1.407615,3.829365,9.7796,6.196633333,22.86029333,27.39475833,20.3592204,11.72689833,19.28931,19.1202422,23.04244,9.490231667,28.26856667,9.831983333,12.02248333,7.533682,7.927116833,0,1.912716667,0,3.25675,0,0,0,0,0,0,202.3116667,0,0,6.711266667,7.0391,0,8.500425,9.323405,59.21231667,2.274057,0.50044,0.564705,0,1.0235715,0,0.640726,4.140024,0,1.018715,0.4815545,0,0,1.564535,0,0.523425,0,0,0,3.683795,0,0,0,0
K00616,21.99085833,4.622366667,0,4.3921,13.241285,8.02879,32.59271,19.08261667,70.69437,84.13133833,107.759036,180.5466833,157.174615,203.710674,167.24254,164.9555933,102.9166167,65.32308333,117.3149167,48.34105,77.30208333,60.41685,8.7914,42.3298,96.27686667,0,0,0,0,0,0,13.314,16.02531667,6.752483333,27.37803333,27.15606667,37.7306,39.39215,61.40857,141.5972167,3.018725,0.52243,2.34243,2.440295,5.26006,0.58338,4.7164295,9.43337,0.757895,4.05739,0.501485,1.528585,0,2.25176,0.3731545,1.632655,0.6843,0.69728,2.013372,6.394265,0,0,0,0
K02838,33.42496667,66.80343333,63.13268333,91.84786667,94.6264,34.24545,107.8026667,90.94683333,84.51741667,80.0137,48.18916,69.02876667,25.4963,10.536498,0,48.9724,83.60963333,74.95011667,55.3363,96.9756,54.4374,84.43055,61.5781,9.86225,64.15583333,33.59571667,130.8490833,96.89066667,137.2931667,204.9945,134.4036,42.28958333,66.0475,22.6451,105.4496,57.76536667,41.4399,62.11275,8.3292,18.62283333,0,0,0,0,0,1.05441,0,0.97642,0,0,1.048975,0,0,0,0,2.084245,0,0,0,0,0.780995,0,0,2.50389
K14326,7.848846,1.101052833,0,13.60834833,14.87691667,3.044695,48.10709167,19.955594,63.97970833,63.54195183,96.765027,83.93261817,141.817595,47.307886,80.428089,94.07108667,46.73847667,38.888115,133.164066,35.61016,43.85526,205.56611,11.5518785,16.60209,75.546475,0,0,1.952189667,0,0,0,0,0,2.919773333,19.08991317,30.754333,58.7516315,29.011934,23.2112875,80.36137217,2.9952365,6.1763445,1.955969,2.2888805,1.880519,1.374318,2.5571475,10.4451785,2.8238775,3.7351505,1.535138,5.8300065,5.77915,2.04639,0.0936015,2.8618025,0.4381075,0,0.5327835,7.182594,6.489606,2.14113,3.631305,0.654675
K06269,30.35501667,10.35350333,0,25.3465,15.889965,17.0088,66.10286333,49.45213667,76.59481,99.48030167,177.67867,133.9246467,206.43764,165.009652,138.49264,158.30836,100.9444267,85.41571667,69.51186333,57.4205,82.84808167,62.78018,90.81881667,40.13427,77.20548333,2.417783333,0.882541667,0,0,0,0,13.73361667,12.71638333,0.712331667,48.20568333,52.53289933,88.59917,90.4081,57.46309,148.8251167,17.3984455,11.634731,2.46841,1.61977,8.5881405,5.1925215,9.7421165,17.7443965,1.900185,12.797005,6.8880795,4.750945,3.625625,9.5545275,2.381635,6.078629,3.0994125,1.950884,4.4765045,5.87315,2.322541,6.41945,1.6978,4.927033
K02738,18.47883333,4.1358,0,26.643,16.83473333,4.17753,63.4134,40.40303333,58.58825,92.73812,107.60662,104.6319833,207.0714,154.666612,186.39143,130.794,81.8078,27.1136,64.35876667,44.3592,39.45142667,41.6102,13.73935,69.04105,38.12606667,0,0,0,3.478583333,0,0,9.324333333,0,11.20771667,19.17731667,12.03283333,153.32535,43.929075,51.54992,127.239,0.876575,0,0,2.912545,0.94441,3.79682,1.07182,7.10624,0,0,0,1.244935,0,0,0,2.629195,0,0,0,0,2.468655,0,0,0
K02147,20.70876,3.295385,0,85.04720333,19.33231833,12.80686,39.108905,20.04704,39.32659167,38.8055,100.435272,56.96313167,80.858065,89.353716,65.256164,88.929645,83.30684833,44.32827333,39.02648833,9.0867905,23.093045,51.1232,11.72185833,0,30.69621667,0,0,0,0,0,0,6.929183333,38.47341667,20.51544167,140.6264167,40.59073167,49.690385,53.66552,27.798755,79.830685,3.2143655,25.5630925,11.2535315,7.212074,4.854936,2.3760625,3.1691995,11.191442,0.71012,13.611264,2.35969,16.026085,37.841317,13.181818,5.19897,13.997256,1.589017,5.6777455,2.031075,24.910135,17.605768,207.18745,26.4023385,12.125382
K01507,27.19019667,9.0562,1.926983333,11.26118333,42.096965,8.929195,52.90956833,54.34808333,81.00411667,143.12907,199.865808,142.676265,207.358705,169.2582,112.57825,163.7107467,121.1862167,63.92875,28.53223333,27.1105,18.34913,16.9877,13.00906667,16.29155,17.30791667,0,0,0,0,0,0,14.04538333,39.35286667,21.85633,35.62695,59.04006667,178.1883,66.69685,26.390925,138.3934167,4.6174,2.63361,3.21661,0.67041,3.438705,2.53169,2.5584955,13.12253,0,7.0071,1.6549,2.763455,0,6.85533,0,2.38344,0,1.12,0.533537,0,0,0,0,1.390265
K05863,70.69411,5.628415,1.754783333,32.53497167,45.303395,14.95508,104.0509267,95.67148333,118.2861667,107.0023683,208.20186,145.2316367,158.07775,202.336436,186.7632,198.0969533,129.0939167,47.76406667,43.51851667,16.747,29.47286167,54.7006,12.55998333,13.2191,16.53373333,3.539805,0,0,0,0,7.13264,43.42608333,19.26276667,30.43715,93.50528333,118.8134333,174.863,127.040825,53.58061,129.48327,11.945288,21.249852,3.63381,11.6817,21.970865,1.13543,17.011495,36.039975,0.60745,19.808925,5.61488,2.603365,17.417975,31.171085,12.903252,12.37766,16.68132,24.417535,17.500395,7.7814,1.86293,0,11.3903305,13.675875
K08342,28.05268033,30.23205283,38.29546667,12.5448135,37.16362667,23.79065,42.9712585,23.76520333,67.93295533,71.27444167,66.489882,65.97663867,102.44976,50.902256,41.04014,70.70586333,43.79642017,33.87067833,54.49581333,60.47183,65.320675,65.590665,40.14693,30.11046,63.36751733,27.50686317,21.8938385,22.3649715,15.14837217,17.947925,35.2278954,61.14550067,18.015967,36.78791417,56.51901,48.0157485,38.905975,57.1687485,32.395386,85.09808667,38.5717835,22.65975,50.54036,148.9915685,30.8950915,106.853679,110.7331615,43.9665995,17.7255,98.8608105,208.958387,26.1832915,26.110066,60.9227435,59.5163995,20.002446,22.2174965,24.8573055,20.6637735,36.443845,12.4124335,158.847075,55.16968,48.308389
K16474,21.8162615,0,0,20.91445,15.92769,4.29596,20.69649333,17.774665,37.266405,60.53272667,210.1198684,142.2707667,141.8154615,84.5965078,95.048034,96.79791667,51.47131,26.87181667,16.18836333,39.056825,47.072707,19.20765,4.684754167,5.516451,29.10702667,0,0,0,0,0,0,6.073683333,0.989251667,6.169933333,46.410855,60.76193733,25.298445,37.8234975,103.156415,122.1157363,5.9762795,3.6571595,5.226172,12.5598495,8.2758665,0.8746255,4.0793705,20.210723,0,32.154803,3.958247,0,2.5587585,8.57159,1.232605,6.3188795,5.5642025,2.502569,0.6363475,0.81697,1.504243,2.763595,0.604285,3.0065895
K14405,4.060973333,3.512166667,0,4.604933333,9.399816667,0,0,4.352983333,105.4589083,33.25572017,22.870874,29.10658167,112.6771,18.184112,172.72444,186.22666,13.48016667,26.90766667,22.3564,0,12.94266617,28.013775,6.44605,10.5985,13.6342,4.073616667,0,2.699983333,0,0,4.94224,7.4008,7.547996667,10.89706667,16.52468333,9.740355,210.234515,12.443225,7.076776,67.37074,2.32594,0.8250985,1.5039965,1.099545,1.948757,0.987182,0.9149085,3.0254915,0.0317575,7.300185,1.29167,0.501125,1.2808145,2.755616,0.73802,1.57066,2.340611,0.054779,0.66841,0,0.790995,0,1.1626765,3.5317225
K03626,62.002204,0,0,25.824,27.35888333,19.5224685,21.18534067,14.47465333,106.0502333,123.92775,100.40822,104.2890423,208.65445,146.96998,211.4722,183.8455667,44.63253333,48.41558867,51.73385,73.99825,25.76683333,101.9757,15.9357,17.2238,49.83316667,0,0,0,0,15.4825,20.264202,0,27.40003333,0,29.98209533,23.3242,129.895,41.926875,67.59495,152.3641408,0,0,0.838725,3.523085,6.412325,0.8022,1.9469195,5.5797915,1.728465,3.91874,0.72396,0,0,6.10269,0,1.57018,0.937106,0,0,0,0,0,0,0
K00287,34.02048833,18.4067,3.3256,6.376528333,15.93486167,11.620165,51.5976,36.599,13.3437,63.22544833,154.31814,130.35315,211.95185,159.824716,78.61499,144.0879333,114.84395,61.01796667,39.3423,57.71585,66.32258333,99.35,15.6004,14.17235,37.90643333,0,2.262283333,0,0,0,0,0,6.0481,0,71.52955,68.9551,57.31195,74.328075,45.447275,87.9191,4.73366,2.30269,2.03299,10.517255,2.902515,3.59668,0.54302,10.786955,0,12.72327,3.445055,0,0,3.288165,0,0.832815,0,0.78759,4.012655,1.98925,0.940765,16.29045,0,0
K02731,20.79516333,0,0,0,32.92595,18.58395,27.57191667,14.48731167,64.9683,109.7243,111.0887,138.0704167,211.96925,175.875082,173.56926,185.0629817,41.38475,41.7941,75.37601667,90.8564,31.87213333,118.4153,14.22565,53.6986,34.92465,0,0,0,13.6846,0,0,9.304233333,13.07946667,9.3982,38.70965,16.28106667,55.6161,62.250775,60.764065,174.34085,6.79727,1.928095,0,0.81478,1.426895,2.96861,0.462813,1.38366,0,6.27815,2.691115,1.01502,0,1.333305,0,0.60321,1.814743,0,1.31577,0,0,0,0,0
K13199,12.72843667,1.64198,0,4.371266667,18.290975,8.981065,14.18912333,12.23581333,77.15736667,87.24412333,107.640428,131.4816267,213.53397,146.69022,107.92138,156.8659517,84.19188333,35.33023333,56.22991667,78.46915,49.281755,68.41495,14.31493667,29.9808,97.32693333,0,0.958941667,0,0,0,0,13.59981667,13.26476667,7.005416667,26.5277,23.1058,151.184605,52.04755,70.8356,138.5744833,3.45813,1.53782,0,0.4474965,0.362394,0.4284245,0.955212,7.561755,0.4378375,1.15388,1.4636795,0,0,1.48862,0,1.544132,0.2356825,0.51565,0.7496275,0.935935,1.10962,0,2.709565,0.3908525
K15216,21.8162615,0,0,29.18166667,16.63149667,5.25522,21.81319667,19.2717,46.95710833,65.58861333,214.3499864,142.4150635,165.9447265,91.4069378,104.848554,114.1628985,59.83104333,32.35179833,20.09936667,39.056825,33.568482,37.946125,10.37714417,5.516451,44.6023,0,0,0,0,0,0,6.073683333,3.361018333,6.169933333,51.03848833,62.804739,28.05268,41.7508475,109.384465,119.545738,6.90491,3.6571595,5.226172,12.5598495,8.5272875,0.8746255,4.2529335,20.8528945,0,32.4217505,3.958247,0,2.5587585,8.57159,1.232605,6.789638,5.5642025,2.502569,0.6363475,0.81697,1.504243,2.763595,0.604285,3.0065895
K00390,156.2406717,9.141616667,1.574228333,35.79898333,21.17741,13.193505,69.99455,52.49651333,110.7698667,102.8051,123.90886,89.47049167,44.2376,50.810126,41.7531,135.2926667,115.1336167,0,14.87034333,8.57095,8.209835667,0,2.193483333,0,38.17511667,0,0,0,0,0,6.53568,37.9626,77.584045,6.30125,158.62235,171.7853667,214.66875,74.8755,8.91857,108.5996167,0,5.08042,0.63871,0.66222,6.311685,1.23204,1.0715165,5.856695,0,5.748445,1.08852,0,0,0.67162,0,2.841183,0.7377445,0,0.527245,0,0,0,0,0
K07824,23.20192333,1.94884,2.12565,18.62096667,30.99064167,5.125635,79.09788167,35.76437333,74.9084,163.35508,214.767404,179.9510333,121.98718,34.160714,41.810991,66.641255,85.54665167,13.62262333,18.68575,0,26.08498,19.09187,2.7726,10.1743,6.469616667,0,0,0,0,0,0,19.14103333,3.834616667,25.52415,96.13205,88.305835,168.73803,45.358885,19.322315,65.25812833,0.8459795,9.6493285,0.382063,4.2730145,4.4921955,1.158305,0.2269145,5.2306265,1.059591,6.50758,0.6499355,0,0,1.3776305,0.3462845,0.717161,1.859342,0,0.339874,3.40345,0,10.5637,0,0
K07941,44.44550667,0,0,19.09106667,26.46569,17.0085,66.57574517,23.80485,66.74996667,79.49992383,123.47458,84.70175,215.47115,92.2686988,113.76334,164.57905,91.01733333,30.47781667,105.3883833,118.197824,13.47266667,0,18.29518767,17.78775,69.50721283,0,0,0,11.9379125,0,0,30.67055,70.22071667,0,142.6850833,42.07083333,139.031644,77.558975,30.35605,116.765907,9.415285,6.24621,3.60522,20.8887885,19.242065,9.726745,11.908505,7.47618,2.191835,8.167675,12.634375,0,2.91677,10.525475,1.494765,5.14319,11.1412715,2.423485,5.031405,5.2452,0,0,0,0
K15902,32.92166667,0,0,0,0,0,0,0,38.95816667,0,0,88.1476,129.512,0,0,22.0795,151.5678333,0,0,0,0,0,0,0,0,0,0,0,0,168.2085,0,0,0,0,0,41.26033333,0,0,0,215.5195,0,0,0,0,7.45074,0,2.49753,0,0,0,0,0,0,0,0,0,0,0,2.638855,0,0,0,0,0
K12883,33.14834,6.19795,0,0,9.94198,8.1111,49.35875833,11.786765,87.1926,148.8640367,134.86964,151.989497,216.5226,161.575744,137.64778,148.4155333,127.42065,97.34825,105.0152,63.8931,71.96685,68.34885,26.1944,29.20415,70.91506667,0,0,0,0,10.79065,0,11.61331667,8.621433333,5.5356,23.2391,37.88463333,85.70385,73.3017,54.47069,170.6159833,3.761075,2.536095,2.26774,1.113965,4.351395,0,3.0094105,5.12568,0,8.85308,2.732105,0,0,5.12837,0,4.54261,2.624075,0.88414,1.45327,1.648805,0,0,0.71914,0
K10704,35.14508333,9.82255,0,21.63083333,27.04886667,0,11.5847,4.2323,63.16458333,42.10583333,53.99188,111.65195,112.68875,108.87506,174.1475,96.56165,104.6811333,44.90886667,97.05323333,33.36545,32.46878333,33.9071,9.157383333,0,14.48088333,0,0,0,0,0,0,24.05266667,0,0,42.4085,10.37598333,216.79775,17.462675,72.66215,73.00965,0,9.493815,0,5.166411,7.995095,8.9831015,1.00877,2.362845,0,0,4.717175,0,0,1.882245,0,0,0,0,1.46415,0,0,0,0,0
K03946,0,0,0,0,0,0,0,17.79933333,0,95.30016667,29.7474,107.4973333,217.7885,106.82936,52.4433,77.16933333,0,0,46.48416667,0,36.13833333,0,0,0,0,0,0,0,0,0,0,0,0,0,56.884,39.08583333,0,55.4325,29.1355,0,0,0,0,0,3.50994,0,2.053325,0,0,3.26539,0,0,0,0,0,2.490005,0,0,0,0,0,0,0,0
K02137,21.39616333,0,0,18.87963333,24.96255667,7.487845,40.66168333,30.94906667,51.81823333,99.98806667,101.7296,174.4577333,218.20405,134.478484,197.3484,126.5063167,94.99806667,78.97046667,50.20008333,56.29155,38.53891667,158.05915,18.62705,25.2637,58.5129,0,0,0,0,0,0,0,21.56281667,0,46.82173333,47.68446667,82.6985,41.1939,50.61515,148.8381,2.742915,0.82966,3.713265,3.09383,5.25443,2.70955,3.746475,14.99631,0,6.745055,1.60885,0,0,0,2.328485,1.567805,0,0,0.79839,0,0,0,0,0.838073
K01336,24.77130667,0,2.632125,26.58726667,23.73914667,8.18871,118.3963567,33.07583167,152.36895,110.7518317,158.541242,169.3053235,218.76115,184.493478,111.9181,163.1970817,109.49112,102.58985,39.6231,32.5221,25.294085,46.18045,37.93850667,13.50486,32.16408333,1.96275,0,0,0,0,0,20.4949,23.18853333,12.57325,92.64721667,38.85906833,126.68576,94.99532,57.983215,141.25327,4.317656,5.29844,2.038191,2.724793,5.66965,0.7663925,5.743321,36.088473,2.507505,18.8777785,5.55619,2.816975,0,2.438845,1.049209,4.841339,1.1206185,0.4925545,2.0925805,9.777455,2.5425315,2.66572,0.3298255,2.4434995
K10689,38.22543333,0,0,15.66478333,19.93325,5.8977,8.3989,2.926033333,53.54808517,25.84283333,120.12206,92.07478333,221.4631,138.24848,181.3418,84.95921667,45.3704,33.72053333,25.3075,47.6347,11.75148983,44.881,25.1676,0,49.96473333,0,0,0,0,0,0,0,0,0,43.43116667,30.12813333,17.1451,48.52295,59.6152,87.46063333,0,0,0,4.46563,5.04528,1.407605,0.85107,0,0,0,0,0,0,1.187845,0,2.50681,0,0,0,0,0,0,0,0
K16575,52.20827833,4.365133333,3.283488333,33.66106,29.86239,16.304145,94.23737333,38.75757,134.8054667,118.1067367,175.4297,171.90185,221.97705,121.858868,107.24916,208.76236,121.5252667,83.78088333,27.15218333,52.69055,26.51234833,93.33225,1.750216667,34.2444,30.6838,1.133165,0,0,3.158033333,0,10.69384,37.99288333,13.06313333,13.49111667,61.22708333,43.96486667,143.12755,98.41255,57.831625,158.6996,7.214705,4.395532,0.4905595,2.10317,7.24081,0.942761,2.20897,8.63877,0,1.31719,0.83146,0,0,1.454286,0.934945,1.597308,0.268115,0,0.84832,0,0,0,0,0.441046
K03564,32.8362,0,0,0,21.79601667,12.249005,31.62775,40.02746667,114.2263667,81.4306,223.01828,96.682095,207.5635,143.3578282,63.02701,135.8285333,56.7777,44.05028333,21.67365,150.77725,30.6288,69.9964,6.375733333,0,52.2719,0,0,0,0,0,0,21.40705,0,63.48616667,109.3979667,13.3066,48.77095,107.043325,53.54755,104.4355833,0,0,0,0,0.95644,2.97092,0,1.96965,0,2.682105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00573,1.69295,0,0,0,0,0,16.51303333,25.92733333,35.19253333,97.48185,63.425988,48.1815,79.3638,75.131268,45.3066,66.17525,68.01698333,175.2391333,223.56095,87.53165,98.68423333,107.7335,18.10591667,79.1282,25.42743333,0,2.278333333,0,0,0,0,9.552816667,0,0,27.04155,18.6366,0,17.405225,24.3296,89.32328333,1.215295,0,0,0,0.899175,0,2.938105,3.633245,0.68471,0,1.36565,0,0,0.779505,0,0,0,0,0.75191,2.922035,0,5.84095,0,0.83877
K02940,81.55316667,5.189266667,0,1.98547,48.138475,28.51005,69.75565,43.97331667,132.0612333,95.96040333,125.2033,185.76295,224.68645,197.65156,162.9441,167.4667667,87.45996667,57.74713333,42.22676667,18.55275,49.5006,0,0,49.7216,56.09816667,0,0,0,0,0,0,26.70906667,32.19713333,39.73166667,24.19783333,96.45468333,221.1909,96.6725,48.236435,218.9344667,13.31276,4.08453,0,3.42736,8.97505,1.103765,8.047345,22.601975,0,12.346825,1.982985,0,0,1.18501,2.11342,0.875035,0,0.988435,0,5.01535,0,0,0,1.384485
K01647,6.571803333,2.110883333,3.241486167,0,9.085461667,5.84106,7.311055,8.148043333,25.15547,107.8884017,89.522092,48.79188167,60.6031,49.186728,32.719877,93.25312833,15.150865,12.245855,12.28522167,57.107275,18.20485167,27.85945,16.76712,225.253415,21.33185,0,0,0,0,0,0,2.731583333,7.108516667,0,13.9251,6.242765,45.82295,12.23536,16.766775,40.54295667,3.2056405,0.2902705,0.3248335,3.414356,1.4736755,0,0.5310745,1.9779905,0.3748365,0,0.852512,0,0.4251965,1.072166,0,0.332768,0.639388,0.2846635,0.887064,0,0,0,0,0.591105
K07897,31.27012667,4.436,0,9.138966667,21.28561333,8.33325,80.58741667,36.51523333,76.00568333,136.63565,182.39242,179.8456,225.48325,171.69658,171.762,225.1230833,129.23725,98.06878333,102.0423833,78.50675,92.20995,58.6349,27.8787,28.1161,119.44115,2.677566667,0,32.0585,0,0,0,25.66166667,23.99733333,12.96043333,78.95731667,90.43371667,98.819,74.292525,61.894865,168.3992167,19.28445,11.820585,6.075845,7.34741,6.611285,3.88759,6.551795,43.89618,3.12728,7.7571,3.514515,0,0,6.01461,3.158215,3.249225,4.17269,2.041808,3.39705,22.1861,2.60894,6.37055,15.41145,2.73684
K10967,62.74818983,5.4763,1.393158333,0,4.623776667,5.48919,17.94530333,1.569609667,7.903283333,26.27654167,40.527264,72.06254667,92.255215,79.097724,19.70532,39.89955583,26.53323333,6.502595,18.5482,6.4904,7.56003,5.73125,3.841666667,0,16.14753333,2.46035,0,0,0,0,0,225.955,4.8622,0,113.5831333,18.34504333,23.133965,23.179715,16.367471,61.36329167,4.425891,4.7174265,0.94236,2.403805,1.200208,4.143505,0.555103,7.6157105,0.2397135,6.806705,0,0,0,0.94168,0.6078095,0.442102,0,0,0,1.041235,0.52065,6.3558935,0,0
K03124,11.16810833,1.708266667,1.669533333,7.617333333,15.20500333,10.601645,54.53328667,30.48486667,102.7576,114.399555,162.84426,157.1322617,217.3593,184.92684,194.3893,226.4082,69.42371667,62.51393333,68.05088333,127.5519,94.0185,170.89035,40.282195,37.41345,106.7807167,5.409316667,0,0,0,0,0,0,4.6206,28.92933333,35.51123333,63.3289,104.4459,65.789825,81.6116,150.4966667,6.2389005,5.82351,4.996938,2.831775,7.267954,1.4288995,4.21546,8.68444,0.58122,5.325625,0.866308,0,2.22132,2.4493595,0.934916,2.480675,0,1.7423815,2.93516,0,0,6.53075,0,0
K03257,53.54890167,7.787315,1.309126667,10.48655667,23.051065,22.220845,38.61943333,44.49759667,106.4475867,141.22377,178.15976,132.72601,228.8812,151.953086,137.44548,144.8725083,114.5528,48.70701667,61.86198333,36.2128,74.42088333,115.8855,19.97351833,27.6698,58.56831667,0,1.019826667,0,0,7.52005,0,28.33126667,17.29231667,19.25485,58.37105,49.69631667,105.610505,52.660105,73.912375,161.483755,6.154611,3.65967,7.7640835,7.9712195,8.422882,3.9745265,5.694361,13.6381465,0.2334765,6.877517,10.467764,1.194245,2.8085,4.95483,0.877095,5.041811,2.319997,0.398476,10.079597,0.984199,0.4744005,2.957495,0.367342,0.826495
K22139,0,0,0,5.5384,34.83071667,0,23.673,13.98133333,53.60633333,138.2602,71.18414,90.99508333,228.945,170.35092,133.2556,122.0812,99.97155,0,47.11403333,145.4092,29.78393333,45.2095,32.42766667,81.079,0,0,0,0,0,0,0,0,39.15333333,0,20.83216667,15.29086667,140.1824,57.6844,85.84345,74.31241667,0,5.5457,0,0,1.812525,0,1.211865,4.69289,0,15.21131,0,0,0,3.49052,0,0,0,0,1.665055,0,0,0,0,0
K02736,25.29495667,0,3.35175,5.09855,20.39481667,6.07837,24.358425,24.45451667,69.63326667,55.85478,143.4307,105.8446283,229.05795,111.608788,129.529,113.6107333,90.35725,45.69465,42.2077,11.63665,51.95131667,94.7987,25.80776667,20.5082,46.51268333,0,0,0,9.059383333,0,0,30.77013333,4.375983333,0,85.83493333,31.22466667,83.2686,47.540025,68.2043,112.6325,1.615345,2.12328,0.80922,2.464905,4.91305,2.382095,1.365198,5.45469,0,3.57798,0.672965,0,0,0.669885,0.493657,4.097085,0,0,0,0,2.021735,0,0,0
K18435,22.36351167,1.772813333,2.593281667,16.36066667,4.739353333,14.417345,34.655235,22.061145,50.28954833,32.89202,68.908118,55.20385833,86.7196,105.944166,107.96673,140.6197383,19.84185,7.306505,15.09088333,0,11.50759833,16.282395,0,16.94068,16.5744,3.690883333,0,0,0,0,0,0,0,2.26515,56.19754667,59.18680333,57.688165,46.0675325,26.3051,61.93491,77.42322,39.631035,38.954107,61.9801715,41.2328085,42.248846,7.2674295,230.558817,2.68811,223.9215105,41.7602225,30.19669,2.40662,57.964761,7.5955745,45.5717585,14.1481445,11.9960065,5.6392945,14.67522,14.6787525,88.20656,9.963669,33.3934995
K17780,145.6538333,0,0,0,0,49.5363,0,0,0,53.72833333,0,125.1201667,0,0,29.387,55.72833333,0,0,0,0,0,146.1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.886,62.124,32.65265,0,0,0,0,0,0,0,0,0,0,0,9.7046,0,0,0,0,0,0,0,0,0,0,0,0,0
K15692,13.7388,0,0,4.884683333,1.637831667,2.57227,18.12365167,13.79405,48.35161667,59.55136667,114.669466,94.10246167,231.39335,130.44655,92.83557,133.12661,27.734202,47.1872,40.92093333,18.37935,25.69178333,91.9875,28.33111667,0,20.69486667,0,0,0,0,0,4.20322,13.9830385,10.87005,0,37.9967,40.8311,43.15365,39.543725,34.395745,99.81116667,1.300645,1.706435,0,0.4828995,2.726985,0.60904,2.962815,19.81455,0.659545,2.91963,0.551635,0.839565,0.770785,2.594055,1.63333,0.494493,0.3491385,0,1.114575,1.38766,0.66762,0,0,1.162765
K12897,14.32792833,0,0,14.54651667,13.24011667,21.682795,0,16.30748167,80.38181667,57.21686667,166.32758,185.1517167,232.24955,160.55334,175.3954,207.5847667,76.05238333,92.63981667,226.1079167,95.9375,73.83998333,96.5771,34.32005,54.85585,96.02418333,3.6009,0,0,0,0,0,0,16.76446667,26.6423,39.37178333,40.6302,71.0795,115.578575,66.52019,169.2196833,3.549655,2.024955,1.509135,17.192495,12.29851,3.707445,6.47167,15.590545,1.1654,9.791005,0.65218,7.969515,3.70438,4.644505,0,7.63611,1.7676775,6.96188,7.400995,24.826435,1.954785,0,2.334095,1.366505
K07877,114.217485,102.6315617,96.1851,64.89803333,49.6905885,18.67203,85.9258395,67.37166667,133.8996127,109.3110425,196.5634,178.1789167,233.26455,155.574052,145.6817,195.9379383,142.4654873,102.8628218,107.4616167,94.942,76.47595,114.6383005,55.87896667,22.63165,127.8207892,54.43568333,40.96718333,124.9142567,65.69482,14.84275,26.33556,80.88618333,84.97446667,72.79746667,106.7487317,68.30942917,81.28525,73.0984025,67.65262,174.4208517,17.74831,10.069929,10.3412,13.83064,4.068545,7.25204,7.394205,55.018695,1.262265,31.62684,8.4159,2.75867,12.139235,21.517444,21.75672,7.077795,22.68857,10.11342,2.469435,13.926595,5.883635,71.0551,23.989475,14.04252
K02864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.807,0,0,0,0,0,45.18825,31.4228,11.40074,10.5705,234.1671,25.31968,29.2554,0,3.71925,0,12.82423,0
