,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,SCO04,SCO08,SCO09,SCO10,SCO11,SPO10,SPO11,SPR04,SPR08,SPR09,SPR10,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPO10,ZPO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10
K21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-06,0,0,0,0,0,1.00E-06,5.00E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06528,0,0,0,0,0,0,0,0,0,0,0,0,0
K18998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06528,0,0,0,0,0,0,0,0,0,0,0,0,0
K12607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1057895,0,0,0,0,0,0,0
K05592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1394445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1720025,0,0,0,0.1794795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3257865,0,0,0,0,0,0,0
K00986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3274085,0,0,0,0,0,0,0
K18231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372374,0,0,0,0,0,0,0,0,0,0
K01840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376271,0
K04457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3838085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1113,0,0,0,0.400925,0,0,0,0,0,0,0,0,0
K04120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4085445,0,0,0,0,0,0,0,0
K10279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4085445,0,0,0,0,0,0,0,0
K00737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2874545,0.455743,0,0,0,0,0,0
K12686,0,0,0,0,0,0,0,0.504811667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508801667,0,0,0,0,0,0.161176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K10639,0.559691667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648735,0,0,0,0,0,0,0
K09846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K17680,0,0,0,0,0,0,0,0,0,0,0,0.401628333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76962,0,0,0.398309,0,0,0,0,0,0,0
K11479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84481,0,0,0,0,0,0
K09566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812359,0.35821,0,0,0,0,0,0,0,0,0,0.850395,0,0,0,0,0,0,0,0,0,0,0
K07693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17092,0,0,0,0,0,0
K00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18385,0,0,0,0,0,0,0.97326
K01089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18385,0,0,0,0,0,0,0.97326
K15726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21041,0,0,0.62559,0,0,0,0,0,0,0
K12256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80567,0,0.525945,1.22746,0,0,0,0,0,0.996555,0,0,0,0,0,0,0,0,0,0
K00489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3114275,0,0.2596385,0,0.3466465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3114275,0,0.2596385,0,0.3466465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11420,0,0,0,0,0,0,0,0,0,0,0.569622,0,1.49874,0.578118,0.486289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375661667,0,0,0,0.540325,0.665411667,0.19062,0,0,0.529958,0,0,0,1.4453585,0,0,0,0,0,0,0,0.1991125,0,0,0,0,0.54919,0,0,0
K04447,0,0,0,0,0,0,0.333915,0,0,0,0.349264,0.603653333,0,0,0.460627,0.66474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742803333,0,0,0,0,0,1.530494,0,0.2625115,0,0.376401,0.130019,0,0.167289,0,0.465654,0.6671415,0,0,0.3288445,0.354195,0,0.227513,0.2187605,0,0,0,0,0,0.1915585
K11217,0,0,0,0,0,0,0.333915,0,0,0,0.349264,0.603653333,0,0,0.460627,0.66474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742803333,0,0,0,0,0,1.530494,0,0.2625115,0,0.376401,0.130019,0,0.167289,0,0.465654,0.6671415,0,0,0.3288445,0.354195,0,0.227513,0.2187605,0,0,0,0,0,0.1915585
K11218,0,0,0,0,0,0,0.333915,0,0,0,0.349264,0.603653333,0,0,0.460627,0.66474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742803333,0,0,0,0,0,1.530494,0,0.2625115,0,0.376401,0.130019,0,0.167289,0,0.465654,0.6671415,0,0,0.3288445,0.354195,0,0.227513,0.2187605,0,0,0,0,0,0.1915585
K17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533215,0,0
K17897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533215,0,0
K05743,0,0,0,0,0,0,0,0,0,0,0,1.536541667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05744,0,0,0,0,0,0,0,0,0,0,0,1.536541667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54646,0,0,0
K01817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54646,0,0,0
K03746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55904,0,0,1.014505,0,0,0,0,0,0,0
K11153,0,0,0,0,0,0,0,0,0,0,0,0.360918333,0,0.21617,1.20399,0.811716667,0.510273333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411701667,0,0,0,0,1.575708333,0.4115735,0.118412,0,0,0.379999,0,0,0,0.3390555,0.353433,0.225034,0,0,0.1414465,0,0.1257045,0.0734295,0,0.1172025,0.5769755,0,0,0,0
K19870,0,0,0,0,0,0,0,0,0,0,0,0.360918333,0,0.21617,1.20399,0.811716667,0.510273333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411701667,0,0,0,0,1.575708333,0.4115735,0.118412,0,0,0.379999,0,0,0,0.3390555,0.353433,0.225034,0,0,0.1414465,0,0.1257045,0.0734295,0,0.1172025,0.5769755,0,0,0,0
K11583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26735,0.748838333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704095,1.581611667,0,0.2419545,0,0.402319,0.2602985,0,0,0.4759575,0,0.96953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594695,0,0,0,0,0,0,0
K11745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594695,0,0,0,0,0,0,0
K11747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594695,0,0,0,0,0,0,0
K03406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K22186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17064,0,0.60329,0,0,0,1.696645,0,0,0.689375,0,0,0,0,0,0,0,0,0,0,0,0,0
K07376,0,0,0,0,0,0,0,0,0,0,0,0,1.349785,1.702594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13302,0,0,0,0,0,0,0,0,0,0,0,0,1.349785,1.702594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596665,0,0,0,0.352384,0,0,1.706101,0,0,0,0,0,0,0,0,0,0,0,0,0.3632895
K04366,0,0,0,0,0,0,0,0,0,0,0,0,0.84115,0,0,1.734483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80351,0,0,0,0
K05695,0,0,0,0,0,0,0,0,0,0,0,0,0.84115,0,0,1.734483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80351,0,0,0,0
K08845,0,0,0,0,0,0,0,0,0,0,0,0,0.84115,0,0,1.734483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80351,0,0,0,0
K01589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916845,0,0,0,1.358625,0,1.7776,0,0,0,0,0,0,0,0,0,0,1.143225,0,0,0,0,0
K09704,0,0,0,0,0,0,0,1.467656667,0,0.513631667,0,0,0,0,0,0,0,0,1.803333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378071667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K17896,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533215,0,0
K11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.836835,0.71747,0.398105,0,0,0.65517,0.61708,0,0,0,0,0,0.4411765,0,0,0,0,0,0,0
K09273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889693333,0,0,0,0,0,0,1.33602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98669,0,0,0,0,0,0,0,0,0,0,0
K22441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09067,0,0,0,0,0,0,0,0,0,0
K17525,0,0,0,0,0,0,0,0,0,2.109066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3742915,0,0,0,0,0,0,0,0
K03437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.198515,0,0,0,0,0,0,0,0,0,0,0,0,0
K03583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00734,0,0,0,0,0,0,0,0,0,0,0,0.827135,0,0,0,2.30325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K14322,0,0,0,0,0,0,0,0,0.52987,0.277513333,0.666414,0.624873333,0,0,0.544705,1.548498333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.737115,2.397748333,0,0,0,0,0,0,0.254813,0,1.2498135,0,0,0,0,0,0,0,0,0,0,0.514595,0,0,0,0
K12800,0,0,0,0,0,0,0,0,1.470331667,0,0,0,0,0,1.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.515383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K20865,0,0,0,0,0,0,0,0,1.470331667,0,0,0,0,0,1.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.515383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K16264,0,0,0,0,0,0,0,0,0,0,2.53098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3925795,0,0,0,0,0,0,1.504925,0,0,0,0,0,0,0,0,0,0
K13173,0,0,0,0,0,0,0,0,0,0,1.473002,0.873426667,2.57856,0.577776,0,0,0,0,0,0,0,0,1.768316667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647466667,0,0,0,0,0,0,0,0,0,0.443245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582775,0,1.689385,0,0,0,0,0,1.0853,0,0,0,0,0,0,0,0,0,0
K21292,0,0,0,0,0,0,0,0,0,0,0,0,2.58677,0,0,0,0,0,2.060866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3149055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01954,1.609066333,0.361898333,0,0,1.15685,0.4690525,1.1238,0.57715,1.765064667,1.323161667,1.5490184,2.586139,1.995249,1.6005034,2.218874,2.636289333,1.92737,1.162995,1.12047,0,1.142695,0.788275,0,0.791285,1.287936667,0,0,0,0.182115,0,0,0.722208333,0.337683333,0,1.167035,0.263756667,0.8634,0,0.998175,2.549975333,0.296714,0.365369,0.071801,0.2916205,0.527937,0,0.2031165,1.35925,0.03615,0.541848,0.2980445,0,0,0.308464,0.0463325,0.0672225,0.08414,0.0880235,0.062594,0,0,0.4699625,0,0.155615
K11541,1.609066333,0.361898333,0,0,1.15685,0.4690525,1.1238,0.57715,1.765064667,1.323161667,1.5490184,2.586139,1.995249,1.6005034,2.218874,2.636289333,1.92737,1.162995,1.12047,0,1.142695,0.788275,0,0.791285,1.287936667,0,0,0,0.182115,0,0,0.722208333,0.337683333,0,1.167035,0.263756667,0.8634,0,0.998175,2.549975333,0.296714,0.365369,0.071801,0.2916205,0.527937,0,0.2031165,1.35925,0.03615,0.541848,0.2980445,0,0,0.308464,0.0463325,0.0672225,0.08414,0.0880235,0.062594,0,0,0.4699625,0,0.155615
K16481,0.8676275,0,0,0,0,0,1.088778333,0,1.613418333,0.950186667,1.15109,0.717425,1.928485,0.749664,0.884872,2.067621667,0,0.680738333,0.353385,0,0,0,0.571303333,0,0.581596667,0,0,0,0,0,0,0,0,0,2.327483333,0.298006667,0,0,0.463507,2.831523333,1.530505,0.395976,0.4642715,1.0516175,0.4417105,0.085914,0.2137505,2.42233,0.094734,0.763763,0.2349785,0,0,0.3773605,0,0.2496785,0.168961,0,0.078364,1.0092855,0.0969315,0,0,0.2037365
K16551,0.8676275,0,0,0,0,0,1.088778333,0,1.613418333,0.950186667,1.15109,0.717425,1.928485,0.749664,0.884872,2.067621667,0,0.680738333,0.353385,0,0,0,0.571303333,0,0.581596667,0,0,0,0,0,0,0,0,0,2.327483333,0.298006667,0,0,0.463507,2.831523333,1.530505,0.395976,0.4642715,1.0516175,0.4417105,0.085914,0.2137505,2.42233,0.094734,0.763763,0.2349785,0,0,0.3773605,0,0.2496785,0.168961,0,0.078364,1.0092855,0.0969315,0,0,0.2037365
K20478,0.8676275,0,0,0,0,0,1.088778333,0,1.613418333,0.950186667,1.15109,0.717425,1.928485,0.749664,0.884872,2.067621667,0,0.680738333,0.353385,0,0,0,0.571303333,0,0.581596667,0,0,0,0,0,0,0,0,0,2.327483333,0.298006667,0,0,0.463507,2.831523333,1.530505,0.395976,0.4642715,1.0516175,0.4417105,0.085914,0.2137505,2.42233,0.094734,0.763763,0.2349785,0,0,0.3773605,0,0.2496785,0.168961,0,0.078364,1.0092855,0.0969315,0,0,0.2037365
K19308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0159,2.854316667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K10730,0,0,0,0,0,0,0,0,0,0.54848,0,0,0,0,0,0,0,0,0,0,2.475283333,0,0,0,2.87195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K10900,0,0,0,0,0,0,0,0,0,0.54848,0,0,0,0,0,0,0,0,0,0,2.475283333,0,0,0,2.87195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
