gene_id,Modall,Mod1,Mod3,Mod4
jgi|Rhiir2_1|1682210|fgenesh1_kg.255_#_6_#_TRINITY_DN10285_c0_g2_i3,0,0,0,0
jgi|RhiirA1_1|533042|estExt_Genemark1.C_2440013,0,0,0,0
jgi|RhiirA5|498791|estExt_Genemark1.C_4040002,0,0,0,0
jgi|Rhicl1|27756|transcript:GBB91577,0,0,0,0
jgi|Gloin1|28394|gm1.28282_g,0,0,0,0
jgi|Rhidi1|748247|estExt_fgenesh1_pg.C_9620004,0,0,0,0
jgi|Rhiir2_1|1570249|fgenesh1_kg.65_#_559_#_MblContig1097,0,0,0,0
jgi|RhiirA1_1|535319|estExt_Genemark1.C_4250002,0,0,0,0
jgi|Gloin1|8494|gm1.8382_g,0,0,0,0
jgi|RhiirC2|770169|gm1.2651_g,0,0,0,0
jgi|RhiirA1_1|437073|estExt_fgenesh1_pg.C_550004,0,0,0,0
jgi|RhiirA4|434914|fgenesh1_pm.394_#_2,0,0,0,0
jgi|Rhiir2_1|1562279|fgenesh1_kg.57_#_482_#_MblContig2535,0,0,0,0
jgi|RhiirC2|862661|estExt_fgenesh1_pg.C_1820002,0,0,0,0
jgi|RhiirA4|549890|estExt_Genemark1.C_26790001,0,0,0,0
jgi|Gigmar1|1427|rna-gnl|WGS:WTPW|g24462.t1_rna-F8M41_001338,0,0,0,0
jgi|RhiirA1_1|531975|estExt_Genemark1.C_1590005,0,0,0,0
jgi|Rhidi1|743517|estExt_fgenesh1_pg.C_2380015,0,0,0,0
jgi|RhiirA4|479465|gm1.29261_g,0,0,0,0
jgi|RhiirA1_1|442710|estExt_fgenesh1_pg.C_5950008,0,0,0,0
jgi|RhiirB3|426733|gm1.2704_g,0,0,0,0
jgi|RhiirA1_1|333272|e_gw1.7.84.1,0,0,0,0
jgi|Rhice1_1|717793|estExt_Genewise1.C_10500004,0,0,0,0
jgi|Rhiir2_1|1789889|gm1.28643_g,0,0,0,0
jgi|RhiirA4|348399|estExt_Genewise1.C_17770001,0,0,0,0
jgi|Gigmar1|20587|rna-F8M41_018512,0,0,0,0
jgi|RhiirA1_1|534410|estExt_Genemark1.C_3430017,0,0,0,0
jgi|RhiirC2|864816|estExt_fgenesh1_pg.C_4030001,0,0,0,0
jgi|RhiirA4|441793|estExt_fgenesh1_pg.C_1790002,0,0,0,0
jgi|Rhiir2_1|1879524|estExt_Genemark1.C_1780045,0,0,0,0
jgi|RhiirA1_1|437901|estExt_fgenesh1_pg.C_980002,0,0,0,0
jgi|Rhiir2_1|1698364|fgenesh1_kg.309_#_36_#_TRINITY_DN10187_c2_g1_i1,0,0,0,0
jgi|Rhicl1|16392|transcript:GBC04676,0,0,0,0
jgi|RhiirA1_1|412051|fgenesh1_kg.130_#_24_#_ACTTGA_L001_R1_(paired)_contig_3654,0,0,0,0
jgi|RhiirC2|795445|gm1.27927_g,0,0,0,0
jgi|RhiirC2|819486|MIX13639_14_33,0,0,0,0
jgi|Rhiir2_1|1780335|gm1.19089_g,0,0,0,0
jgi|RhiirA1_1|497743|MIX10060_525_66,0,0,0,0
jgi|Gigro1|2177176|gm1.25850_g,0,0,0,0
jgi|Rhicl1|12729|transcript:GBB86750,0,0,0,0
jgi|Rhiir2_1|1714002|fgenesh1_kg.393_#_24_#_TRINITY_DN5783_c0_g1_i2,0,0,0,0
jgi|RhiirA1_1|462189|gm1.14554_g,0,0,0,0
jgi|Rhice1_1|877631|estExt_Genemark1.C_2640010,0,0,0,0
jgi|Rhiir2_1|1669564|fgenesh1_kg.222_#_34_#_TRINITY_DN10678_c4_g8_i1,0,0,0,0
jgi|RhiirA1_1|531912|estExt_Genemark1.C_1560009,0,0,0,0
jgi|Rhice1_1|788873|fgenesh1_kg.680_#_11_#_TRINITY_DN13961_c0_g1_i2,0,0,0,0
jgi|Rhiir2_1|1773843|gm1.12597_g,0,0,0,0
jgi|Rhice1_1|764392|fgenesh1_kg.118_#_43_#_TRINITY_DN8630_c0_g1_i1,0,0,0,0
jgi|RhiirA1_1|537343|estExt_Genemark1.C_6650005,0,0,0,0
jgi|RhiirA1_1|419254|fgenesh1_kg.455_#_12_#_ACTTGA_L001_R1_(paired)_contig_665,0,0,0,0
jgi|Rhicl1|23393|transcript:GBB87763,0,0,0,0
jgi|RhiirA1_1|441033|estExt_fgenesh1_pg.C_3640022,0,0,0,0
jgi|Rhiir2_1|1676619|fgenesh1_kg.243_#_245_#_ACTTGA_L001_R1_(paired)_contig_2127,0,0,0,0
jgi|Rhiir2_1|1871963|estExt_Genemark1.C_460037,0,0,0,0
jgi|Rhidi1|596844|gw1.1.29.1,0,0,0,0
jgi|Rhicl1|10938|transcript:GBC00092,0,0,0,0
jgi|Rhicl1|19035|transcript:GBC07136,0,0,0,0
jgi|Gloin1|6344|gm1.6232_g,0,0,0,0
jgi|RhiirC2|287289|CE287193_13881,0,0,0,0
jgi|RhiirA1_1|451435|gm1.3800_g,0,0,0,0
jgi|Gloin1|344119|fgenesh1_kg.13666_#_1_#_remain_c22532,0,0,0,0
jgi|RhiirA1_1|457769|gm1.10134_g,0,0,0,0
