Category,Description
Sobic.003G291500.v3.1,SORG
Sobic.003G291600.v3.1,SORG
Sobic.003G291700.v3.1,SORG
Sobic.003G291800.v3.1,SORG
Sobic.003G291900.v3.1,SORG
Sobic.003G292000.v3.1,SORG
Sobic.003G292100.v3.1,SORG
Sobic.003G292200.v3.1,SORG
Sobic.003G292300.v3.1,SORG
Sobic.003G292400.v3.1,SORG
Sobic.003G292500.v3.1,SORG
Sobic.003G292600.v3.1,SORG
Sobic.003G292700.v3.1,SORG
Sobic.003G292800.v3.1,SORG
Sobic.003G292866.v3.1,SORG
Sobic.003G293000.v3.1,SORG
Sobic.003G293100.v3.1,SORG
Sobic.003G293200.v3.1,SORG
Sobic.003G293300.v3.1,SORG
Sobic.003G293400.v3.1,SORG
Sobic.003G293500.v3.1,SORG
Sobic.003G293600.v3.1,SORG
Sobic.003G293700.v3.1,SORG
Sobic.003G293800.v3.1,SORG
Sobic.003G293900.v3.1,SORG
Sobic.003G294100.v3.1,SORG
Sobic.003G294200.v3.1,SORG
Sobic.003G294300.v3.1,SORG
Sobic.003G294400.v3.1,SORG
Sobic.003G294500.v3.1,SORG
Sobic.003G294600.v3.1,SORG
Sobic.003G294700.v3.1,SORG
Sobic.003G294900.v3.1,SORG
Sobic.003G295000.v3.1,SORG
Sobic.003G295100.v3.1,SORG
Sobic.003G295200.v3.1,SORG
Sobic.003G295400.v3.1,SORG
Sobic.003G295500.v3.1,SORG
Sobic.003G295600.v3.1,SORG
Sobic.003G295700.v3.1,SORG
Sobic.003G295800.v3.1,SORG
Sobic.003G295900.v3.1,SORG
Sobic.003G296000.v3.1,SORG
Sobic.003G296100.v3.1,SORG
Sobic.003G296200.v3.1,SORG
Sobic.003G296300.v3.1,SORG
Sobic.003G296400.v3.1,SORG
Sobic.003G296500.v3.1,SORG
Sobic.003G296600.v3.1,SORG
Sobic.003G296700.v3.1,SORG
Sobic.003G296800.v3.1,SORG
Sobic.003G296900.v3.1,SORG
Sobic.003G297200.v3.1,SORG
Sobic.003G297300.v3.1,SORG
Sobic.003G297400.v3.1,SORG
Sobic.003G297500.v3.1,SORG
Sobic.003G297600.v3.1,SORG
Sobic.003G297700.v3.1,SORG
Sobic.003G297800.v3.1,SORG
Sobic.003G297900.v3.1,SORG
Sobic.003G298100.v3.1,SORG
Sobic.003G298300.v3.1,SORG
Sobic.003G298400.v3.1,SORG
Sobic.003G298500.v3.1,SORG
Sobic.003G298600.v3.1,SORG
Sobic.003G298700.v3.1,SORG
Sobic.003G298800.v3.1,SORG
Sobic.003G298900.v3.1,SORG
Sobic.003G299000.v3.1,SORG
Sobic.003G299100.v3.1,SORG
Sobic.003G299200.v3.1,SORG
Sobic.003G299300.v3.1,SORG
Sobic.003G299500.v3.1,SORG
Sobic.003G299800.v3.1,SORG
Sobic.003G300100.v3.1,SORG
Sobic.003G300300.v3.1,SORG
Sobic.003G300400.v3.1,SORG
Sobic.003G300600.v3.1,SORG
Sobic.003G300701.v3.1,SORG
Sobic.003G300800.v3.1,SORG
Sobic.003G300900.v3.1,SORG
Sobic.003G301000.v3.1,SORG
Sobic.003G301200.v3.1,SORG
Sobic.003G301300.v3.1,SORG
Sobic.003G301400.v3.1,SORG
Sobic.003G301500.v3.1,SORG
Sobic.003G301700.v3.1,SORG
Sobic.003G301800.v3.1,SORG
Sobic.003G301900.v3.1,SORG
Sobic.003G302000.v3.1,SORG
Sobic.003G302100.v3.1,SORG
Sobic.003G302200.v3.1,SORG
Sobic.003G302300.v3.1,SORG
Sobic.003G302701.v3.1,SORG
Sobic.003G302800.v3.1,SORG
Sobic.003G302900.v3.1,SORG
Sobic.003G303000.v3.1,SORG
Sobic.003G303100.v3.1,SORG
Sobic.003G303200.v3.1,SORG
Sobic.003G303300.v3.1,SORG
Sobic.003G303600.v3.1,SORG
Sobic.003G303700.v3.1,SORG
Sobic.003G303800.v3.1,SORG
Sobic.003G303900.v3.1,SORG
Sobic.003G304000.v3.1,SORG
Sobic.003G304100.v3.1,SORG
Sobic.003G304200.v3.1,SORG
Sobic.003G304500.v3.1,SORG
Sobic.003G304600.v3.1,SORG
Sobic.003G304700.v3.1,SORG
Sobic.003G304800.v3.1,SORG
Sobic.003G305000.v3.1,SORG
Sobic.003G305100.v3.1,SORG
Sobic.003G305200.v3.1,SORG
Sobic.003G305400.v3.1,SORG
Sobic.003G305601.v3.1,SORG
Sobic.003G305700.v3.1,SORG
Sobic.003G305800.v3.1,SORG
Sobic.003G305900.v3.1,SORG
Sobic.003G306100.v3.1,SORG
Sobic.003G306200.v3.1,SORG
Sobic.003G306300.v3.1,SORG
Sobic.003G306400.v3.1,SORG
Sobic.003G306500.v3.1,SORG
Sobic.003G306600.v3.1,SORG
Sobic.003G306700.v3.1,SORG
Sobic.003G306800.v3.1,SORG
Sobic.003G307000.v3.1,SORG
Sobic.003G307100.v3.1,SORG
Sobic.003G307200.v3.1,SORG
Sobic.003G307400.v3.1,SORG
Sobic.003G307801.v3.1,SORG
Sobic.003G307900.v3.1,SORG
Sobic.003G308000.v3.1,SORG
Sobic.003G308100.v3.1,SORG
Sobic.003G308200.v3.1,SORG
Sobic.003G308300.v3.1,SORG
Sobic.003G308400.v3.1,SORG
Sobic.003G308500.v3.1,SORG
Sobic.003G308700.v3.1,SORG
Sobic.003G308800.v3.1,SORG
Sobic.003G308900.v3.1,SORG
Sobic.003G309050.v3.1,SORG
Sobic.003G309200.v3.1,SORG
Sobic.003G309300.v3.1,SORG
Sobic.003G309400.v3.1,SORG
Sobic.003G309500.v3.1,SORG
Sobic.003G309600.v3.1,SORG
Sobic.003G309900.v3.1,SORG
Sobic.003G310000.v3.1,SORG
Sobic.003G310100.v3.1,SORG
Sobic.003G310200.v3.1,SORG
Sobic.003G310300.v3.1,SORG
Sobic.003G310500.v3.1,SORG
Sobic.003G310600.v3.1,SORG
Sobic.003G310700.v3.1,SORG
Sobic.003G310800.v3.1,SORG
Sobic.003G311000.v3.1,SORG
Sobic.003G311150.v3.1,SORG
Sobic.003G311500.v3.1,SORG
Sobic.003G311700.v3.1,SORG
Sobic.003G311800.v3.1,SORG
Sobic.003G311900.v3.1,SORG
Sobic.003G312000.v3.1,SORG
Sobic.003G312100.v3.1,SORG
Sobic.003G312300.v3.1,SORG
Sobic.003G312400.v3.1,SORG
Sobic.003G312500.v3.1,SORG
Sobic.003G312550.v3.1,SORG
Sobic.003G312600.v3.1,SORG
Sobic.003G312700.v3.1,SORG
Sobic.003G313000.v3.1,SORG
Sobic.003G313100.v3.1,SORG
Sobic.003G313300.v3.1,SORG
Sobic.003G313400.v3.1,SORG
Sobic.003G313500.v3.1,SORG
Sobic.003G313700.v3.1,SORG
Sobic.003G313800.v3.1,SORG
Sobic.003G313900.v3.1,SORG
Sobic.003G314000.v3.1,SORG
Sobic.003G314200.v3.1,SORG
Sobic.003G314300.v3.1,SORG
Sobic.003G314400.v3.1,SORG
Sobic.003G314500.v3.1,SORG
Sobic.003G314566.v3.1,SORG
Sobic.003G314700.v3.1,SORG
Sobic.003G314800.v3.1,SORG
Sobic.003G314900.v3.1,SORG
Sobic.003G315000.v3.1,SORG
Sobic.003G315166.v3.1,SORG
Sobic.003G315332.v3.1,SORG
Sobic.003G315500.v3.1,SORG
Sobic.003G315600.v3.1,SORG
Sobic.003G315700.v3.1,SORG
Sobic.003G315800.v3.1,SORG
Sobic.003G316000.v3.1,SORG
Sobic.003G316200.v3.1,SORG
Sobic.003G316300.v3.1,SORG
Sobic.003G316400.v3.1,SORG
Sobic.003G316500.v3.1,SORG
Sobic.003G316601.v3.1,SORG
Sobic.003G316700.v3.1,SORG
Sobic.003G316850.v3.1,SORG
Sobic.003G317000.v3.1,SORG
Sobic.003G317100.v3.1,SORG
Sobic.003G317200.v3.1,SORG
Sobic.003G317300.v3.1,SORG
Sobic.003G317400.v3.1,SORG
Sobic.003G317500.v3.1,SORG
Sobic.003G317600.v3.1,SORG
Sobic.003G317700.v3.1,SORG
Sobic.003G317800.v3.1,SORG
Sobic.003G317900.v3.1,SORG
Sobic.003G318100.v3.1,SORG
Sobic.003G318200.v3.1,SORG
Sobic.003G318300.v3.1,SORG
Sobic.003G318350.v3.1,SORG
Sobic.003G318600.v3.1,SORG
Sobic.003G318700.v3.1,SORG
Sobic.003G318800.v3.1,SORG
Sobic.003G318900.v3.1,SORG
Sobic.003G319000.v3.1,SORG
Sobic.003G319100.v3.1,SORG
Sobic.003G319200.v3.1,SORG
Sobic.003G319300.v3.1,SORG
Sobic.003G319400.v3.1,SORG
Sobic.003G319500.v3.1,SORG
Sobic.003G319600.v3.1,SORG
Sobic.003G319700.v3.1,SORG
Sobic.003G319800.v3.1,SORG
Sobic.003G319900.v3.1,SORG
Sobic.003G320100.v3.1,SORG
Sobic.003G320200.v3.1,SORG
Sobic.003G320300.v3.1,SORG
Sobic.003G320500.v3.1,SORG
Sobic.003G320600.v3.1,SORG
Sobic.003G320700.v3.1,SORG
Sobic.003G320800.v3.1,SORG
Sobic.003G320900.v3.1,SORG
Sobic.003G321000.v3.1,SORG
Sobic.003G321101.v3.1,SORG
Sobic.003G321200.v3.1,SORG
Sobic.003G321300.v3.1,SORG
Sobic.003G321400.v3.1,SORG
Sobic.003G321600.v3.1,SORG
Sobic.003G321700.v3.1,SORG
Sobic.003G321800.v3.1,SORG
Sobic.003G321900.v3.1,SORG
Sobic.003G322100.v3.1,SORG
Sobic.003G322200.v3.1,SORG
Sobic.003G322300.v3.1,SORG
Sobic.003G322400.v3.1,SORG
Sobic.003G322466.v3.1,SORG
Sobic.003G322532.v3.1,SORG
Sobic.003G322700.v3.1,SORG
Sobic.003G322900.v3.1,SORG
Sobic.003G323100.v3.1,SORG
Sobic.003G323201.v3.1,SORG
Sobic.003G323300.v3.1,SORG
Sobic.003G323500.v3.1,SORG
Sobic.003G323600.v3.1,SORG
Sobic.003G323700.v3.1,SORG
Sobic.003G323800.v3.1,SORG
Sobic.003G323900.v3.1,SORG
Sobic.003G324000.v3.1,SORG
Sobic.003G324100.v3.1,SORG
Sobic.003G324200.v3.1,SORG
Sobic.003G324300.v3.1,SORG
Sobic.003G324400.v3.1,SORG
Sobic.003G324500.v3.1,SORG
Sobic.003G324600.v3.1,SORG
Sobic.003G324700.v3.1,SORG
Sobic.003G325000.v3.1,SORG
Sobic.003G325100.v3.1,SORG
Sobic.003G325200.v3.1,SORG
Sobic.003G325300.v3.1,SORG
Sobic.003G325400.v3.1,SORG
Sobic.003G325500.v3.1,SORG
Sobic.003G325700.v3.1,SORG
Sobic.003G325900.v3.1,SORG
Sobic.003G326000.v3.1,SORG
Sobic.003G326200.v3.1,SORG
Sobic.003G326500.v3.1,SORG
Sobic.003G326600.v3.1,SORG
Sobic.003G326800.v3.1,SORG
Sobic.003G326900.v3.1,SORG
Sobic.003G327000.v3.1,SORG
Sobic.003G327100.v3.1,SORG
Sobic.003G327200.v3.1,SORG
Sobic.003G327300.v3.1,SORG
Sobic.003G327400.v3.1,SORG
Sobic.003G327500.v3.1,SORG
Sobic.003G327600.v3.1,SORG
Sobic.003G327800.v3.1,SORG
Sobic.003G327900.v3.1,SORG
Sobic.003G328000.v3.1,SORG
Sobic.003G328100.v3.1,SORG
Sobic.003G328300.v3.1,SORG
Sobic.003G328400.v3.1,SORG
Sobic.003G328500.v3.1,SORG
Sobic.003G328600.v3.1,SORG
Sobic.003G328700.v3.1,SORG
Sobic.003G328800.v3.1,SORG
Sobic.003G328900.v3.1,SORG
Sobic.003G329000.v3.1,SORG
Sobic.003G329200.v3.1,SORG
Sobic.003G329300.v3.1,SORG
Sobic.003G329400.v3.1,SORG
Sobic.003G329500.v3.1,SORG
Sobic.003G329700.v3.1,SORG
Sobic.003G329800.v3.1,SORG
Sobic.003G329900.v3.1,SORG
Sobic.003G330000.v3.1,SORG
Sobic.003G330100.v3.1,SORG
Sobic.003G330200.v3.1,SORG
Sobic.003G330300.v3.1,SORG
Sobic.003G330500.v3.1,SORG
Sobic.003G330900.v3.1,SORG
Sobic.003G331000.v3.1,SORG
Sobic.003G331100.v3.1,SORG
Sobic.003G331300.v3.1,SORG
Sobic.003G331400.v3.1,SORG
Sobic.003G331500.v3.1,SORG
Sobic.003G331600.v3.1,SORG
Sobic.003G331700.v3.1,SORG
Sobic.003G332000.v3.1,SORG
Sobic.003G332100.v3.1,SORG
Sobic.003G332200.v3.1,SORG
Sobic.003G332401.v3.1,SORG
Sobic.003G332500.v3.1,SORG
Sobic.003G332700.v3.1,SORG
Sobic.003G332800.v3.1,SORG
Sobic.003G332900.v3.1,SORG
Sobic.003G333100.v3.1,SORG
Sobic.003G333200.v3.1,SORG
Sobic.003G333400.v3.1,SORG
Sobic.003G333501.v3.1,SORG
Sobic.003G333600.v3.1,SORG
Sobic.003G333700.v3.1,SORG
Sobic.003G333800.v3.1,SORG
Sobic.003G333900.v3.1,SORG
Sobic.003G334000.v3.1,SORG
Sobic.003G334100.v3.1,SORG
Sobic.003G334200.v3.1,SORG
Sobic.003G334300.v3.1,SORG
Sobic.003G334400.v3.1,SORG
Sobic.003G334600.v3.1,SORG
Sobic.003G334700.v3.1,SORG
Sobic.003G335000.v3.1,SORG
Sobic.003G335100.v3.1,SORG
Sobic.003G335300.v3.1,SORG
Sobic.003G335400.v3.1,SORG
Sobic.003G335900.v3.1,SORG
Sobic.003G336000.v3.1,SORG
Sobic.003G336100.v3.1,SORG
Sobic.003G336200.v3.1,SORG
Sobic.003G336300.v3.1,SORG
Sobic.003G336400.v3.1,SORG
Sobic.003G336500.v3.1,SORG
Sobic.003G336600.v3.1,SORG
Sobic.003G336700.v3.1,SORG
Sobic.003G336800.v3.1,SORG
Sobic.003G336900.v3.1,SORG
Sobic.003G337000.v3.1,SORG
Sobic.003G337100.v3.1,SORG
Sobic.003G337200.v3.1,SORG
Sobic.003G337300.v3.1,SORG
Sobic.003G337400.v3.1,SORG
Sobic.003G337500.v3.1,SORG
Sobic.003G337600.v3.1,SORG
Sobic.003G337800.v3.1,SORG
Sobic.003G337900.v3.1,SORG
Sobic.003G338000.v3.1,SORG
Sobic.003G338100.v3.1,SORG
Sobic.003G338200.v3.1,SORG
Sobic.003G338400.v3.1,SORG
Sobic.003G338500.v3.1,SORG
Sobic.003G338700.v3.1,SORG
Sobic.003G338801.v3.1,SORG
Sobic.003G338900.v3.1,SORG
Sobic.003G338966.v3.1,SORG
Sobic.003G339100.v3.1,SORG
Sobic.003G339200.v3.1,SORG
Sobic.003G339300.v3.1,SORG
Sobic.003G339500.v3.1,SORG
Sobic.003G339700.v3.1,SORG
Sobic.003G339800.v3.1,SORG
Sobic.003G339900.v3.1,SORG
Sobic.003G340100.v3.1,SORG
Sobic.003G340300.v3.1,SORG
Sobic.003G340600.v3.1,SORG
Sobic.003G340700.v3.1,SORG
Sobic.003G340800.v3.1,SORG
Sobic.003G340900.v3.1,SORG
Sobic.003G341000.v3.1,SORG
Sobic.003G341100.v3.1,SORG
Sobic.003G341200.v3.1,SORG
Sobic.003G341300.v3.1,SORG
Sobic.003G341400.v3.1,SORG
Sobic.003G341500.v3.1,SORG
Sobic.003G341600.v3.1,SORG
Sobic.003G341700.v3.1,SORG
Sobic.003G341800.v3.1,SORG
Sobic.003G341900.v3.1,SORG
Sobic.003G342100.v3.1,SORG
Sobic.003G342200.v3.1,SORG
Sobic.003G342300.v3.1,SORG
Sobic.003G342500.v3.1,SORG
Sobic.003G342600.v3.1,SORG
Sobic.003G342700.v3.1,SORG
Sobic.003G342800.v3.1,SORG
Sobic.003G342900.v3.1,SORG
Sobic.003G343200.v3.1,SORG
Sobic.003G343400.v3.1,SORG
Sobic.003G343500.v3.1,SORG
Sobic.003G343600.v3.1,SORG
Sobic.003G343700.v3.1,SORG
Sobic.003G343900.v3.1,SORG
Sobic.003G344200.v3.1,SORG
Sobic.003G344400.v3.1,SORG
Sobic.003G344600.v3.1,SORG
Sobic.003G344900.v3.1,SORG
Sobic.003G345000.v3.1,SORG
Sobic.003G345100.v3.1,SORG
Sobic.003G345200.v3.1,SORG
Sobic.003G345300.v3.1,SORG
Sobic.003G345400.v3.1,SORG
Sobic.003G345500.v3.1,SORG
Sobic.003G345600.v3.1,SORG
Sobic.003G345700.v3.1,SORG
Sobic.003G345900.v3.1,SORG
Sobic.003G346000.v3.1,SORG
Sobic.003G346100.v3.1,SORG
Sobic.003G346200.v3.1,SORG
Sobic.003G346400.v3.1,SORG
Sobic.003G346500.v3.1,SORG
Sobic.003G346600.v3.1,SORG
Sobic.003G346700.v3.1,SORG
Sobic.003G346800.v3.1,SORG
Sobic.003G346901.v3.1,SORG
Sobic.003G347000.v3.1,SORG
Sobic.003G347200.v3.1,SORG
Sobic.003G347300.v3.1,SORG
Sobic.003G347400.v3.1,SORG
Sobic.003G347520.v3.1,SORG
Sobic.003G347560.v3.1,SORG
Sobic.003G347680.v3.1,SORG
Sobic.003G347800.v3.1,SORG
Sobic.003G347900.v3.1,SORG
Sobic.003G348100.v3.1,SORG
Sobic.003G348200.v3.1,SORG
Sobic.003G348300.v3.1,SORG
Sobic.003G348400.v3.1,SORG
Sobic.003G348700.v3.1,SORG
Sobic.003G348800.v3.1,SORG
Sobic.003G349100.v3.1,SORG
Sobic.003G349200.v3.1,SORG
Sobic.003G349300.v3.1,SORG
Sobic.003G349400.v3.1,SORG
Sobic.003G349600.v3.1,SORG
Sobic.003G349700.v3.1,SORG
Sobic.003G349800.v3.1,SORG
Sobic.003G350000.v3.1,SORG
Sobic.003G350100.v3.1,SORG
Sobic.003G350200.v3.1,SORG
Sobic.003G350300.v3.1,SORG
Sobic.003G350400.v3.1,SORG
Sobic.003G350600.v3.1,SORG
Sobic.003G350700.v3.1,SORG
Sobic.003G350800.v3.1,SORG
Sobic.003G351000.v3.1,SORG
Sobic.003G351300.v3.1,SORG
Sobic.003G351600.v3.1,SORG
Sobic.003G351701.v3.1,SORG
Sobic.003G351900.v3.1,SORG
Sobic.003G352100.v3.1,SORG
Sobic.003G352200.v3.1,SORG
Sobic.003G352300.v3.1,SORG
Sobic.003G352400.v3.1,SORG
Sobic.003G352500.v3.1,SORG
Sobic.003G352600.v3.1,SORG
Sobic.003G352700.v3.1,SORG
Sobic.003G352800.v3.1,SORG
Sobic.003G352900.v3.1,SORG
Sobic.003G353000.v3.1,SORG
Sobic.003G353200.v3.1,SORG
Sobic.003G353300.v3.1,SORG
Sobic.003G353400.v3.1,SORG
Sobic.003G353500.v3.1,SORG
Sobic.003G353600.v3.1,SORG
Sobic.003G353700.v3.1,SORG
Sobic.003G353800.v3.1,SORG
Sobic.003G354000.v3.1,SORG
Sobic.003G354050.v3.1,SORG
Sobic.003G354100.v3.1,SORG
Sobic.003G354232.v3.1,SORG
Sobic.003G354300.v3.1,SORG
Sobic.003G354400.v3.1,SORG
Sobic.003G354500.v3.1,SORG
Sobic.003G354600.v3.1,SORG
Sobic.003G354800.v3.1,SORG
Sobic.003G354900.v3.1,SORG
Sobic.003G355000.v3.1,SORG
Sobic.003G355100.v3.1,SORG
Sobic.003G355200.v3.1,SORG
Sobic.003G355300.v3.1,SORG
Sobic.003G355400.v3.1,SORG
Sobic.003G355500.v3.1,SORG
Sobic.003G355600.v3.1,SORG
Sobic.003G355800.v3.1,SORG
Sobic.003G356000.v3.1,SORG
Sobic.003G356100.v3.1,SORG
Sobic.003G356200.v3.1,SORG
Sobic.003G356300.v3.1,SORG
Sobic.003G356400.v3.1,SORG
Sobic.003G356500.v3.1,SORG
Sobic.003G356600.v3.1,SORG
Sobic.003G356700.v3.1,SORG
Sobic.003G356800.v3.1,SORG
Sobic.003G356900.v3.1,SORG
Sobic.003G357100.v3.1,SORG
Sobic.003G357166.v3.1,SORG
Sobic.003G357232.v3.1,SORG
Sobic.003G357300.v3.1,SORG
Sobic.003G357400.v3.1,SORG
Sobic.003G357500.v3.1,SORG
Sobic.003G357600.v3.1,SORG
Sobic.003G357700.v3.1,SORG
Sobic.003G357800.v3.1,SORG
Sobic.003G357900.v3.1,SORG
Sobic.003G358000.v3.1,SORG
Sobic.003G358100.v3.1,SORG
Sobic.003G358200.v3.1,SORG
Sobic.003G358300.v3.1,SORG
Sobic.003G358400.v3.1,SORG
Sobic.003G358600.v3.1,SORG
Sobic.003G358800.v3.1,SORG
Sobic.003G358900.v3.1,SORG
Sobic.003G359100.v3.1,SORG
Sobic.003G359200.v3.1,SORG
Sobic.003G359300.v3.1,SORG
Sobic.003G359400.v3.1,SORG
Sobic.003G359500.v3.1,SORG
Sobic.003G359600.v3.1,SORG
Sobic.003G359800.v3.1,SORG
Sobic.003G359900.v3.1,SORG
Sobic.003G360000.v3.1,SORG
Sobic.003G360100.v3.1,SORG
Sobic.003G360300.v3.1,SORG
Sobic.003G360400.v3.1,SORG
Sobic.003G360600.v3.1,SORG
Sobic.003G360700.v3.1,SORG
Sobic.003G360800.v3.1,SORG
Sobic.003G360900.v3.1,SORG
Sobic.003G361100.v3.1,SORG
Sobic.003G361200.v3.1,SORG
Sobic.003G361300.v3.1,SORG
Sobic.003G361400.v3.1,SORG
Sobic.003G361500.v3.1,SORG
Sobic.003G361700.v3.1,SORG
Sobic.003G361800.v3.1,SORG
Sobic.003G361900.v3.1,SORG
Sobic.003G362000.v3.1,SORG
Sobic.003G362100.v3.1,SORG
Sobic.003G362200.v3.1,SORG
Sobic.003G362300.v3.1,SORG
Sobic.003G362400.v3.1,SORG
Sobic.003G362500.v3.1,SORG
Sobic.003G362600.v3.1,SORG
Sobic.003G362700.v3.1,SORG
Sobic.003G362800.v3.1,SORG
Sobic.003G362900.v3.1,SORG
Sobic.003G363100.v3.1,SORG
Sobic.003G363200.v3.1,SORG
Sobic.003G363400.v3.1,SORG
Sobic.003G363500.v3.1,SORG
Sobic.003G363600.v3.1,SORG
Sobic.003G363700.v3.1,SORG
Sobic.003G363800.v3.1,SORG
Sobic.003G363900.v3.1,SORG
Sobic.003G364000.v3.1,SORG
Sobic.003G364100.v3.1,SORG
Sobic.003G364200.v3.1,SORG
Sobic.003G364300.v3.1,SORG
Sobic.003G364400.v3.1,SORG
Sobic.003G364500.v3.1,SORG
Sobic.003G364600.v3.1,SORG
Sobic.003G364700.v3.1,SORG
Sobic.003G364800.v3.1,SORG
Sobic.003G364900.v3.1,SORG
Sobic.003G365000.v3.1,SORG
Sobic.003G365100.v3.1,SORG
Sobic.003G365300.v3.1,SORG
Sobic.003G365400.v3.1,SORG
Sobic.003G365450.v3.1,SORG
Sobic.003G365500.v3.1,SORG
Sobic.003G365600.v3.1,SORG
Sobic.003G365700.v3.1,SORG
Sobic.003G366100.v3.1,SORG
Sobic.003G366200.v3.1,SORG
Sobic.003G366300.v3.1,SORG
Sobic.003G366400.v3.1,SORG
Sobic.003G366500.v3.1,SORG
Sobic.003G366600.v3.1,SORG
Sobic.003G366700.v3.1,SORG
Sobic.003G366850.v3.1,SORG
Sobic.003G367000.v3.1,SORG
Sobic.003G367200.v3.1,SORG
Sobic.003G367300.v3.1,SORG
Sobic.003G367350.v3.1,SORG
Sobic.003G367451.v3.1,SORG
Sobic.003G367500.v3.1,SORG
Sobic.003G367650.v3.1,SORG
Sobic.003G367800.v3.1,SORG
Sobic.003G367900.v3.1,SORG
Sobic.003G368000.v3.1,SORG
Sobic.003G368100.v3.1,SORG
Sobic.003G368200.v3.1,SORG
Sobic.003G368300.v3.1,SORG
Sobic.003G368400.v3.1,SORG
Sobic.003G368500.v3.1,SORG
Sobic.003G368600.v3.1,SORG
Sobic.003G368700.v3.1,SORG
Sobic.003G368800.v3.1,SORG
Sobic.003G368901.v3.1,SORG
Sobic.003G369100.v3.1,SORG
Sobic.003G369200.v3.1,SORG
Sobic.003G369400.v3.1,SORG
Sobic.003G369500.v3.1,SORG
Sobic.003G369600.v3.1,SORG
Sobic.003G369700.v3.1,SORG
Sobic.003G369900.v3.1,SORG
Sobic.003G370000.v3.1,SORG
Sobic.003G370100.v3.1,SORG
Sobic.003G370200.v3.1,SORG
Sobic.003G370300.v3.1,SORG
Sobic.003G370400.v3.1,SORG
Sobic.003G370500.v3.1,SORG
Sobic.003G370600.v3.1,SORG
Sobic.003G370700.v3.1,SORG
Sobic.003G370800.v3.1,SORG
Sobic.003G370900.v3.1,SORG
Sobic.003G371000.v3.1,SORG
Sobic.003G371100.v3.1,SORG
Sobic.003G371250.v3.1,SORG
Sobic.003G371400.v3.1,SORG
Sobic.003G371600.v3.1,SORG
Sobic.003G371750.v3.1,SORG
Sobic.003G371900.v3.1,SORG
Sobic.003G372000.v3.1,SORG
Sobic.003G372200.v3.1,SORG
Sobic.003G372400.v3.1,SORG
Sobic.003G372500.v3.1,SORG
Sobic.003G372600.v3.1,SORG
Sobic.003G372700.v3.1,SORG
Sobic.003G372800.v3.1,SORG
Sobic.003G373000.v3.1,SORG
Sobic.003G373100.v3.1,SORG
Sobic.003G373150.v3.1,SORG
Sobic.003G373300.v3.1,SORG
Sobic.003G373500.v3.1,SORG
Sobic.003G373600.v3.1,SORG
Sobic.003G373700.v3.1,SORG
Sobic.003G373800.v3.1,SORG
Sobic.003G373900.v3.1,SORG
Sobic.003G374100.v3.1,SORG
Sobic.003G374200.v3.1,SORG
Sobic.003G374400.v3.1,SORG
Sobic.003G374500.v3.1,SORG
Sobic.003G374600.v3.1,SORG
Sobic.003G374700.v3.1,SORG
Sobic.003G374850.v3.1,SORG
Sobic.003G375000.v3.1,SORG
Sobic.003G375100.v3.1,SORG
Sobic.003G375200.v3.1,SORG
Sobic.003G375500.v3.1,SORG
Sobic.003G375600.v3.1,SORG
Sobic.003G375700.v3.1,SORG
Sobic.003G375800.v3.1,SORG
Sobic.003G375900.v3.1,SORG
Sobic.003G376000.v3.1,SORG
Sobic.003G376100.v3.1,SORG
Sobic.003G376200.v3.1,SORG
Sobic.003G376300.v3.1,SORG
Sobic.003G376400.v3.1,SORG
Sobic.003G376500.v3.1,SORG
Sobic.003G376700.v3.1,SORG
Sobic.003G376800.v3.1,SORG
Sobic.003G376900.v3.1,SORG
Sobic.003G377000.v3.1,SORG
Sobic.003G377100.v3.1,SORG
Sobic.003G377200.v3.1,SORG
Sobic.003G377500.v3.1,SORG
Sobic.003G377600.v3.1,SORG
Sobic.003G377700.v3.1,SORG
Sobic.003G377800.v3.1,SORG
Sobic.003G377900.v3.1,SORG
Sobic.003G378000.v3.1,SORG
Sobic.003G378100.v3.1,SORG
Sobic.003G378201.v3.1,SORG
Sobic.003G378301.v3.1,SORG
Sobic.003G378400.v3.1,SORG
Sobic.003G378500.v3.1,SORG
Sobic.003G378600.v3.1,SORG
Sobic.003G378800.v3.1,SORG
Sobic.003G378900.v3.1,SORG
Sobic.003G379000.v3.1,SORG
Sobic.003G379200.v3.1,SORG
Sobic.003G379301.v3.1,SORG
Sobic.003G379400.v3.1,SORG
Sobic.003G379500.v3.1,SORG
Sobic.003G379600.v3.1,SORG
Sobic.003G379700.v3.1,SORG
Sobic.003G379800.v3.1,SORG
Sobic.003G379900.v3.1,SORG
Sobic.003G380000.v3.1,SORG
Sobic.003G380100.v3.1,SORG
Sobic.003G380200.v3.1,SORG
Sobic.003G380300.v3.1,SORG
Sobic.003G380400.v3.1,SORG
Sobic.003G380500.v3.1,SORG
Sobic.003G380600.v3.1,SORG
Sobic.003G380800.v3.1,SORG
Sobic.003G380900.v3.1,SORG
Sobic.003G381000.v3.1,SORG
Sobic.003G381200.v3.1,SORG
Sobic.003G381300.v3.1,SORG
Sobic.003G381400.v3.1,SORG
Sobic.003G381600.v3.1,SORG
Sobic.003G381700.v3.1,SORG
Sobic.003G381900.v3.1,SORG
Sobic.003G382000.v3.1,SORG
Sobic.003G382100.v3.1,SORG
Sobic.003G382300.v3.1,SORG
Sobic.003G382400.v3.1,SORG
Sobic.003G382500.v3.1,SORG
