Category,Description
jgi|Rhicl1|2719|transcript:GBB84643,AMF
jgi|Rhiir2_1|1623132|fgenesh1_kg.130_#_210_#_TRINITY_DN9831_c4_g1_i1,AMF
jgi|Rhicl1|3535|transcript:GBB94456,AMF
jgi|Rhice1_1|774195|fgenesh1_kg.247_#_36_#_TRINITY_DN19955_c3_g1_i1,AMF
jgi|Gloin1|17922|gm1.17810_g,AMF
jgi|Rhidi1|705266|fgenesh1_kg.244_#_135_#_TRINITY_GG_5707_c10_g1_i1,AMF
jgi|Rhicl1|20839|transcript:GBC08810,AMF
jgi|Gloin1|28505|gm1.28393_g,AMF
jgi|Gigro1|1954395|e_gw1.115.13.1,AMF
jgi|Rhice1_1|735088|fgenesh1_pg.83_#_25,AMF
jgi|RhiirC2|760393|fgenesh1_kg.2104_#_10_#_TR20916|c2_g1_i1,AMF
jgi|Gloin1|274630|CE174506_938,AMF
jgi|Gloin1|23178|gm1.23066_g,AMF
jgi|RhiirC2|702227|estExt_Genewise1Plus.C_18440003,AMF
jgi|Rhicl1|433|transcript:GBB91872,AMF
jgi|Gloin1|342471|fgenesh1_kg.10923_#_2_#_ACTTGA_L001_R1_(paired)_contig_4605,AMF
jgi|Rhicl1|1465|transcript:GBB92740,AMF
jgi|Rhiir2_1|581493|CE581360_20794,AMF
jgi|Rhicl1|19096|transcript:GBC07197,AMF
jgi|Rhidi1|684387|fgenesh1_kg.29_#_70_#_TRINITY_GG_3699_c2_g2_i1,AMF
jgi|Gloin1|126852|CE26728_1438,AMF
jgi|Gloin1|259920|CE159796_442,AMF
jgi|RhiirA4|460890|gm1.10686_g,AMF
jgi|Rhiir2_1|1669547|fgenesh1_kg.222_#_17_#_ACTTGA_L001_R1_(paired)_contig_8045,AMF
jgi|RhiirA1_1|456989|gm1.9354_g,AMF
jgi|Gloin1|67091|e_gw1.3453.11.1,AMF
jgi|Rhicl1|4524|transcript:GBB84894,AMF
jgi|Rhicl1|7889|transcript:GBB97886,AMF
jgi|Rhicl1|11741|transcript:GBC00675,AMF
jgi|Gloin1|337094|fgenesh1_kg.3909_#_16_#_ACTTGA_L001_R1_(paired)_contig_2393,AMF
jgi|Rhicl1|18161|transcript:GBC06314,AMF
jgi|RhiirA1_1|427713|fgenesh1_kg.1512_#_4_#_TR3842|c0_g1_i1,AMF
jgi|Gloin1|40376|fgenesh1_pm.17077_#_2,AMF
jgi|RhiirA1_1|407144|fgenesh1_kg.11_#_110_#_TR921|c0_g1_i1,AMF
jgi|Gloin1|345461|fgenesh1_kg.16020_#_3_#_remain_c5376,AMF
jgi|Rhidi1|784457|MIX5753_17067_66,AMF
jgi|Rhidi1|756233|gm1.7307_g,AMF
jgi|Rhicl1|601|transcript:GBB84318,AMF
jgi|Rhidi1|758681|gm1.9755_g,AMF
jgi|Gloin1|333918|fgenesh1_kg.60_#_1_#_ACTTGA_L001_R1_(paired)_contig_6402,AMF
jgi|Rhiir2_1|1623227|fgenesh1_kg.130_#_305_#_TRINITY_DN9812_c0_g2_i8,AMF
jgi|Rhidi1|700973|fgenesh1_kg.192_#_56_#_TRINITY_GG_3381_c10_g2_i2,AMF
jgi|RhiirA1_1|537585|estExt_Genemark1.C_6960010,AMF
jgi|Gloin1|336802|fgenesh1_kg.3602_#_6_#_ACTTGA_L001_R1_(paired)_contig_281,AMF
jgi|Gloin1|345802|fgenesh1_kg.16544_#_8_#_step3_c1031,AMF
jgi|Rhicl1|16663|transcript:GBC04934,AMF
jgi|Gloin1|222974|CE122850_1429,AMF
jgi|RhiirA1_1|538296|estExt_Genemark1.C_8040007,AMF
jgi|RhiirC2|843864|estExt_Genemark1.C_1000015,AMF
jgi|Rhice1_1|774148|fgenesh1_kg.245_#_56_#_TRINITY_DN1686_c0_g1_i1,AMF
jgi|Gloin1|234511|CE134387_637,AMF
jgi|Gloin1|335652|fgenesh1_kg.2203_#_7_#_ACTTGA_L001_R1_(paired)_contig_741,AMF
jgi|Gigmar1|13028|rna-F8M41_011652,AMF
jgi|Rhidi1|676920|fgenesh1_pg.919_#_5,AMF
jgi|RhiirC2|750573|fgenesh1_kg.862_#_3_#_ACTTGA_L001_R1_(paired)_contig_6996,AMF
jgi|Gloin1|342330|fgenesh1_kg.10727_#_6_#_step3_c1379,AMF
jgi|Rhidi1|705213|fgenesh1_kg.244_#_82_#_TRINITY_GG_5707_c24_g1_i3,AMF
jgi|Gloin1|335461|fgenesh1_kg.1930_#_1_#_remain_c5248,AMF
jgi|Rhicl1|22907|transcript:GBC10746,AMF
jgi|Rhiir2_1|1509486|fgenesh1_kg.12_#_958_#_TRINITY_DN9490_c1_g2_i2,AMF
jgi|Gloin1|95868|fgenesh1_pg.18724_#_1,AMF
jgi|Rhice1_1|765412|fgenesh1_kg.127_#_17_#_TRINITY_DN19508_c1_g6_i2,AMF
jgi|Rhicl1|12465|transcript:GBC01187,AMF
jgi|Rhidi1|31471|CE31361_45467,AMF
jgi|RhiirA4|538459|estExt_Genemark1.C_760015,AMF
jgi|Gloin1|337901|fgenesh1_kg.4802_#_1_#_ACTTGA_L001_R1_(paired)_contig_5888,AMF
jgi|Gloin1|340334|fgenesh1_kg.7994_#_1_#_ACTTGA_L001_R1_(paired)_contig_371,AMF
jgi|Rhicl1|4370|transcript:GBB95167,AMF
jgi|Rhice1_1|882482|estExt_Genemark1.C_10120003,AMF
jgi|Rhidi1|749705|gm1.779_g,AMF
jgi|Gloin1|337143|fgenesh1_kg.3959_#_4_#_ACTTGA_L001_R1_(paired)_contig_5633,AMF
jgi|Rhice1_1|691764|e_gw1.124.26.1,AMF
jgi|Rhidi1|756010|gm1.7084_g,AMF
jgi|Rhiir2_1|1540205|fgenesh1_kg.34_#_763_#_CGATGT_L007_contig_4307,AMF
jgi|Gloin1|18846|gm1.18734_g,AMF
jgi|Gloin1|348151|fgenesh1_kg.21539_#_12_#_remain_c6146,AMF
jgi|Rhidi1|771637|gm1.22711_g,AMF
jgi|Gloin1|350048|fgenesh1_kg.26656_#_2_#_ACTTGA_L001_R1_(paired)_contig_3253,AMF
jgi|Rhicl1|15354|transcript:GBC03695,AMF
jgi|RhiirC2|713086|fgenesh1_pg.783_#_5,AMF
jgi|Gloin1|29602|gm1.29490_g,AMF
jgi|Gloin1|336783|fgenesh1_kg.3579_#_1_#_ACTTGA_L001_R1_(paired)_contig_1028,AMF
jgi|Rhicl1|3245|transcript:GBB94234,AMF
jgi|Gloin1|334594|fgenesh1_kg.803_#_8_#_remain_c1665,AMF
jgi|Rhidi1|723075|fgenesh1_kg.676_#_16_#_TRINITY_GG_5928_c8_g1_i1,AMF
jgi|Rhicl1|16627|transcript:GBC04898,AMF
jgi|Rhicl1|21942|transcript:GBC09857,AMF
jgi|Gloin1|348675|fgenesh1_kg.22616_#_1_#_ACTTGA_L001_R1_(paired)_contig_2334,AMF
jgi|RhiirA4|450244|gm1.40_g,AMF
jgi|Gloin1|7066|gm1.6954_g,AMF
jgi|Rhiir2_1|1804645|MIX12074_28554_36,AMF
jgi|Rhidi1|710406|fgenesh1_kg.334_#_48_#_TRINITY_GG_7042_c0_g1_i1,AMF
jgi|Rhicl1|6341|transcript:GBB96715,AMF
jgi|Rhice1_1|686738|e_gw1.26.77.1,AMF
jgi|Gloin1|349712|fgenesh1_kg.25328_#_2_#_step3_c2565,AMF
jgi|Gloin1|71767|e_gw1.8578.5.1,AMF
jgi|Gloin1|12889|gm1.12777_g,AMF
jgi|Gloin1|347922|fgenesh1_kg.21020_#_1_#_ACTTGA_L001_R1_(paired)_contig_3783,AMF
jgi|Rhicl1|5388|transcript:GBB95987,AMF
jgi|Rhice1_1|747352|fgenesh1_kg.3_#_231_#_TRINITY_DN15865_c0_g1_i2,AMF
jgi|Rhicl1|1710|transcript:GBB92931,AMF
jgi|Rhice1_1|707444|estExt_Genewise1.C_310133,AMF
jgi|Rhicl1|7309|transcript:GBB97449,AMF
jgi|RhiirB3|450620|gm1.26591_g,AMF
jgi|Gloin1|337760|fgenesh1_kg.4637_#_5_#_step3_rep_c2564,AMF
jgi|Rhice1_1|784084|fgenesh1_kg.485_#_20_#_TRINITY_DN17728_c0_g1_i1,AMF
jgi|Rhidi1|630142|e_gw1.493.11.1,AMF
jgi|Rhiir2_1|1740913|fgenesh1_kg.1080_#_1_#_TRINITY_DN28489_c0_g1_i1,AMF
jgi|Rhice1_1|835470|gm1.24254_g,AMF
jgi|Rhidi1|671239|fgenesh1_pg.322_#_8,AMF
jgi|Rhidi1|814564|estExt_Genemark1.C_1620024,AMF
jgi|Gloin1|345595|fgenesh1_kg.16303_#_3_#_ACTTGA_L001_R1_(paired)_contig_12662,AMF
jgi|Rhicl1|24438|transcript:GBB88686,AMF
jgi|Rhidi1|695546|fgenesh1_kg.127_#_47_#_TRINITY_GG_3762_c0_g1_i1,AMF
jgi|Rhiir2_1|1498732|fgenesh1_kg.5_#_1339_#_TRINITY_DN2900_c0_g1_i1,AMF
jgi|Gloin1|241018|CE140894_765,AMF
jgi|RhiirA4|350070|estExt_Genewise1Plus.C_40039,AMF
jgi|Rhidi1|101861|CE101751_50795,AMF
jgi|Rhidi1|744415|estExt_fgenesh1_pg.C_3010012,AMF
jgi|RhiirA4|392330|fgenesh1_kg.32_#_51_#_TR27|c0_g1_i1,AMF
jgi|Rhicl1|26692|transcript:GBB90657,AMF
jgi|RhiirB3|92399|CE92398_468,AMF
jgi|Gloin1|72617|e_gw1.9501.5.1,AMF
jgi|Rhicl1|3441|transcript:GBB94384,AMF
jgi|Rhice1_1|778468|fgenesh1_kg.330_#_78_#_TRINITY_DN2221_c0_g2_i1,AMF
jgi|Rhicl1|15905|transcript:GBC04213,AMF
jgi|Gloin1|75799|e_gw1.14051.1.1,AMF
jgi|RhiirA4|437715|estExt_fgenesh1_pm.C_4510002,AMF
jgi|Rhicl1|20945|transcript:GBC08909,AMF
jgi|Rhicl1|15731|transcript:GBC04043,AMF
jgi|Rhicl1|9022|transcript:GBB98729,AMF
jgi|Rhicl1|13242|transcript:GBB86869,AMF
jgi|Rhidi1|617805|e_gw1.21.63.1,AMF
jgi|Rhicl1|21144|transcript:GBC09102,AMF
jgi|Rhidi1|816140|estExt_Genemark1.C_2340014,AMF
jgi|RhiirC2|664166|e_gw1.1071.14.1,AMF
jgi|Rhidi1|680766|fgenesh1_kg.7_#_350_#_TRINITY_GG_770_c75_g1_i4,AMF
jgi|Gloin1|338031|fgenesh1_kg.4927_#_3_#_ACTTGA_L001_R1_(paired)_contig_6095,AMF
jgi|Rhicl1|7941|transcript:GBB97938,AMF
jgi|Rhiir2_1|1509103|fgenesh1_kg.12_#_575_#_TRINITY_DN22847_c1_g1_i1,AMF
jgi|Rhidi1|682775|fgenesh1_kg.18_#_143_#_TRINITY_GG_552_c8_g1_i1,AMF
jgi|Gloin1|39993|fgenesh1_pm.11955_#_3,AMF
jgi|Rhicl1|18536|transcript:GBC06666,AMF
jgi|Gloin1|39870|fgenesh1_pm.10123_#_3,AMF
jgi|Gloin1|29937|gm1.29825_g,AMF
jgi|RhiirA4|349489|estExt_Genewise1.C_36430002,AMF
jgi|Rhice1_1|690276|e_gw1.86.6.1,AMF
jgi|Rhidi1|756285|gm1.7359_g,AMF
jgi|RhiirA5|361547|fgenesh1_kg.887_#_21_#_TR9658|c0_g1_i1,AMF
jgi|Rhice1_1|812044|gm1.828_g,AMF
jgi|Rhicl1|4418|transcript:GBB95210,AMF
jgi|Rhicl1|25222|transcript:GBB89392,AMF
jgi|Rhice1_1|754873|fgenesh1_kg.43_#_160_#_TRINITY_DN13661_c0_g1_i1,AMF
jgi|Rhicl1|18024|transcript:GBC06183,AMF
jgi|Rhicl1|20148|transcript:GBC08169,AMF
jgi|Gloin1|135862|CE35738_1261,AMF
jgi|Rhidi1|701770|fgenesh1_kg.199_#_105_#_TRINITY_GG_5357_c21_g1_i1,AMF
jgi|Rhicl1|26347|transcript:GBB90342,AMF
jgi|Gloin1|345467|fgenesh1_kg.16025_#_2_#_step3_rep_c759,AMF
jgi|Rhicl1|23313|transcript:GBB87724,AMF
jgi|Gloin1|322609|MIX4278_2626_96,AMF
jgi|Rhiir2_1|1711537|fgenesh1_kg.377_#_213_#_TRINITY_DN7674_c2_g1_i1,AMF
jgi|Rhidi1|708506|fgenesh1_kg.299_#_41_#_TRINITY_GG_1431_c16_g1_i1,AMF
jgi|Gloin1|17898|gm1.17786_g,AMF
jgi|RhiirA4|436902|estExt_fgenesh1_pm.C_1550007,AMF
jgi|Rhidi1|764731|gm1.15805_g,AMF
jgi|Rhiir2_1|1883704|estExt_Genemark1.C_3410033,AMF
jgi|Rhicl1|9352|transcript:GBB85918,AMF
jgi|Rhidi1|769187|gm1.20261_g,AMF
jgi|Rhidi1|618466|e_gw1.33.4.1,AMF
jgi|Gloin1|347390|fgenesh1_kg.19772_#_11_#_step3_c3105,AMF
jgi|Rhiir2_1|1480078|fgenesh1_pg.133_#_40,AMF
jgi|Rhidi1|670240|fgenesh1_pg.270_#_24,AMF
jgi|RhiirC2|694925|estExt_Genewise1Plus.C_3560004,AMF
jgi|Rhicl1|9063|transcript:GBB85835,AMF
jgi|Rhicl1|20061|transcript:GBC08082,AMF
jgi|Rhiir2_1|1769147|gm1.7901_g,AMF
jgi|Gloin1|336891|fgenesh1_kg.3713_#_1_#_remain_c2749,AMF
jgi|Gloin1|337750|fgenesh1_kg.4624_#_5_#_ACTTGA_L001_R1_(paired)_contig_2461,AMF
jgi|Rhidi1|704178|fgenesh1_kg.231_#_9_#_TRINITY_GG_2556_c26_g1_i1,AMF
jgi|Rhidi1|617007|e_gw1.8.84.1,AMF
jgi|Rhiir2_1|1633562|fgenesh1_kg.148_#_480_#_TRINITY_DN9796_c0_g1_i18,AMF
jgi|Rhicl1|23556|transcript:GBB87914,AMF
jgi|Rhidi1|630138|e_gw1.493.4.1,AMF
jgi|Rhidi1|641156|estExt_Genewise1.C_2170031,AMF
jgi|RhiirA4|327938|e_gw1.1466.11.1,AMF
jgi|Rhidi1|770055|gm1.21129_g,AMF
jgi|Rhiir2_1|1699396|fgenesh1_kg.315_#_275_#_ACTTGA_L001_R1_(paired)_contig_5343,AMF
jgi|Gloin1|349441|fgenesh1_kg.24480_#_2_#_ACTTGA_L001_R1_(paired)_contig_2786,AMF
jgi|Rhicl1|20400|transcript:GBC08403,AMF
jgi|Gloin1|24119|gm1.24007_g,AMF
jgi|Gloin1|48298|gw1.15601.1.1,AMF
jgi|Rhicl1|21729|transcript:GBC09655,AMF
jgi|Rhicl1|14573|transcript:GBC02953,AMF
jgi|Rhicl1|4476|transcript:GBB95268,AMF
jgi|Rhidi1|687526|fgenesh1_kg.54_#_45_#_TRINITY_GG_5968_c31_g3_i1,AMF
jgi|Rhidi1|765706|gm1.16780_g,AMF
jgi|RhiirC2|467317|CE467221_6781,AMF
jgi|RhiirA1_1|430389|fgenesh1_kg.6614_#_1_#_TR8590|c0_g1_i1,AMF
jgi|Gloin1|184276|CE84152_33,AMF
jgi|Gloin1|336455|fgenesh1_kg.3142_#_13_#_ACTTGA_L001_R1_(paired)_contig_5692,AMF
jgi|Rhidi1|51946|CE51836_19627,AMF
jgi|Gloin1|346442|fgenesh1_kg.17766_#_2_#_ACTTGA_L001_R1_(paired)_contig_8179,AMF
jgi|Rhicl1|23502|transcript:GBB87868,AMF
jgi|Rhidi1|646169|estExt_Genewise1.C_6760004,AMF
jgi|Rhicl1|26956|transcript:GBB90897,AMF
jgi|Rhice1_1|839388|gm1.28172_g,AMF
jgi|RhiirA4|540695|estExt_Genemark1.C_2120004,AMF
jgi|Rhicl1|18201|transcript:GBC06354,AMF
jgi|Rhicl1|4156|transcript:GBB84860,AMF
jgi|Rhidi1|733430|fgenesh1_pm.113_#_8,AMF
jgi|Rhidi1|817672|estExt_Genemark1.C_3250030,AMF
jgi|Gloin1|33977|gm1.33865_g,AMF
jgi|Rhidi1|682209|fgenesh1_kg.16_#_28_#_TRINITY_GG_7119_c49_g1_i2,AMF
jgi|Gloin1|342327|fgenesh1_kg.10727_#_3_#_step3_c2620,AMF
jgi|Rhidi1|722981|fgenesh1_kg.671_#_23_#_TRINITY_GG_5320_c6_g1_i1,AMF
jgi|Rhicl1|22509|transcript:GBB87455,AMF
jgi|Gloin1|341430|fgenesh1_kg.9470_#_12_#_ACTTGA_L001_R1_(paired)_contig_11410,AMF
jgi|Gloin1|94457|fgenesh1_pg.16294_#_2,AMF
jgi|Rhiir2_1|1726411|fgenesh1_kg.485_#_79_#_TRINITY_DN1697_c0_g2_i1,AMF
jgi|Rhidi1|767867|gm1.18941_g,AMF
jgi|Gloin1|239831|CE139707_990,AMF
jgi|Rhicl1|17618|transcript:GBB87168,AMF
jgi|Gloin1|334034|fgenesh1_kg.193_#_12_#_step3_c1631,AMF
jgi|Rhicl1|3813|transcript:GBB94699,AMF
jgi|Rhicl1|15128|transcript:GBC03485,AMF
jgi|Rhidi1|721955|fgenesh1_kg.638_#_23_#_TRINITY_GG_2796_c0_g1_i1,AMF
jgi|Gloin1|334037|fgenesh1_kg.193_#_15_#_ACTTGA_L001_R1_(paired)_contig_2992,AMF
jgi|Rhiir2_1|1538666|fgenesh1_kg.33_#_625_#_TRINITY_DN6260_c0_g1_i4,AMF
jgi|Rhicl1|5172|transcript:GBB85028,AMF
jgi|Rhice1_1|860332|MIX17278_2010_14,AMF
jgi|Gloin1|78933|e_gw1.18759.12.1,AMF
jgi|Rhicl1|25570|transcript:GBB83976,AMF
jgi|Rhidi1|763805|gm1.14879_g,AMF
jgi|Gloin1|340481|fgenesh1_kg.8160_#_1_#_ACTTGA_L001_R1_(paired)_contig_1136,AMF
jgi|Rhicl1|14847|transcript:GBC03217,AMF
jgi|Gloin1|339585|fgenesh1_kg.6907_#_5_#_step3_c2926,AMF
jgi|Rhicl1|25993|transcript:GBB90049,AMF
jgi|Rhice1_1|795772|fgenesh1_pm.1_#_7,AMF
jgi|Rhidi1|725015|fgenesh1_kg.760_#_19_#_TRINITY_GG_6816_c0_g1_i1,AMF
jgi|RhiirA5|235141|CE235140_971,AMF
jgi|Gloin1|350166|fgenesh1_kg.27098_#_2_#_step3_rep_c2480,AMF
jgi|Gloin1|340461|fgenesh1_kg.8126_#_1_#_step3_c2040,AMF
jgi|Rhidi1|817563|estExt_Genemark1.C_3190019,AMF
jgi|Rhiir2_1|1479972|fgenesh1_pg.132_#_7,AMF
jgi|Rhicl1|23534|transcript:GBB87892,AMF
jgi|Gloin1|343254|fgenesh1_kg.12149_#_11_#_ACTTGA_L001_R1_(paired)_contig_1104,AMF
jgi|Gloin1|346703|fgenesh1_kg.18265_#_2_#_ACTTGA_L001_R1_(paired)_contig_9215,AMF
jgi|Rhidi1|428382|CE428272_18930,AMF
jgi|Rhicl1|13957|transcript:GBC02360,AMF
jgi|Gloin1|347627|fgenesh1_kg.20229_#_1_#_step3_rep_c1080,AMF
jgi|Gloin1|336085|fgenesh1_kg.2757_#_2_#_ACTTGA_L001_R1_(paired)_contig_4840,AMF
jgi|Rhicl1|12917|transcript:GBC01541,AMF
jgi|Gloin1|333914|fgenesh1_kg.55_#_20_#_ACTTGA_L001_R1_(paired)_contig_4157,AMF
jgi|Rhicl1|19094|transcript:GBC07195,AMF
jgi|Gloin1|335877|fgenesh1_kg.2510_#_3_#_ACTTGA_L001_R1_(paired)_contig_3011,AMF
jgi|RhiirA4|456228|gm1.6024_g,AMF
jgi|RhiirA4|468459|gm1.18255_g,AMF
jgi|RhiirA5|347384|fgenesh1_kg.36_#_6_#_step3_rep_c1705,AMF
jgi|RhiirA1_1|420878|fgenesh1_kg.568_#_14_#_remain_c878,AMF
jgi|Geopyr1|17815|FUN_017808-T1,AMF
jgi|Gloin1|8329|gm1.8217_g,AMF
jgi|RhiirC2|763455|fgenesh1_kg.3534_#_1_#_TR22643|c70_g1_i1,AMF
jgi|Gloin1|345167|fgenesh1_kg.15544_#_4_#_ACTTGA_L001_R1_(paired)_contig_5106,AMF
jgi|Gloin1|344586|fgenesh1_kg.14549_#_1_#_step3_c2706,AMF
jgi|Rhicl1|13771|transcript:GBC02181,AMF
jgi|Gloin1|292359|CE192235_4927,AMF
jgi|Rhidi1|817260|estExt_Genemark1.C_2990012,AMF
jgi|Rhice1_1|749602|fgenesh1_kg.13_#_176_#_TRINITY_DN11445_c0_g2_i1,AMF
jgi|Rhicl1|18204|transcript:GBB87197,AMF
jgi|Rhicl1|1202|transcript:GBB92523,AMF
jgi|Rhidi1|750306|gm1.1380_g,AMF
jgi|Rhidi1|722989|fgenesh1_kg.671_#_31_#_TRINITY_GG_5320_c8_g1_i1,AMF
jgi|Rhicl1|19575|transcript:GBC07635,AMF
jgi|Rhiir2_1|1588411|fgenesh1_kg.85_#_801_#_step3_c2158,AMF
jgi|Rhidi1|729814|fgenesh1_kg.1128_#_11_#_TRINITY_GG_2500_c3_g1_i1,AMF
jgi|Gloin1|162823|CE62699_1188,AMF
jgi|Gloin1|160709|CE60585_890,AMF
jgi|Gloin1|310593|CE210469_1145,AMF
jgi|RhiirC2|546023|CE545927_8535,AMF
jgi|RhiirA1_1|417495|fgenesh1_kg.360_#_14_#_remain_c985,AMF
jgi|Rhiir2_1|1701145|fgenesh1_kg.323_#_262_#_MblContig6793,AMF
jgi|Rhidi1|725384|fgenesh1_kg.778_#_26_#_TRINITY_GG_7269_c1_g1_i3,AMF
jgi|RhiirA5|469165|MIX20810_265_34,AMF
jgi|RhiirA4|392128|fgenesh1_kg.28_#_16_#_step3_rep_c397,AMF
jgi|Rhice1_1|757697|fgenesh1_kg.61_#_9_#_TRINITY_DN14545_c0_g1_i2,AMF
jgi|Gloin1|22960|gm1.22848_g,AMF
jgi|Rhidi1|809572|estExt_Genemark1.C_120021,AMF
jgi|Rhidi1|648200|estExt_Genewise1Plus.C_50005,AMF
jgi|Gloin1|338607|fgenesh1_kg.5664_#_2_#_remain_c3795,AMF
jgi|Rhicl1|11822|transcript:GBC00730,AMF
jgi|Rhice1_1|802651|estExt_fgenesh1_pg.C_460006,AMF
jgi|Rhicl1|12062|transcript:GBC00932,AMF
jgi|Rhiir2_1|1595526|fgenesh1_kg.95_#_353_#_CGATGT_L007_contig_4191,AMF
jgi|Gloin1|340097|fgenesh1_kg.7657_#_11_#_ACTTGA_L001_R1_(paired)_contig_10639,AMF
jgi|Rhicl1|19071|transcript:GBC07172,AMF
jgi|Gloin1|339923|fgenesh1_kg.7366_#_1_#_step3_c95,AMF
jgi|Rhicl1|18973|transcript:GBC07081,AMF
jgi|Gloin1|335464|fgenesh1_kg.1938_#_1_#_ACTTGA_L001_R1_(paired)_contig_7659,AMF
jgi|Gloin1|341269|fgenesh1_kg.9262_#_2_#_step3_c1692,AMF
jgi|Gloin1|343669|fgenesh1_kg.12841_#_19_#_ACTTGA_L001_R1_(paired)_contig_223,AMF
jgi|Gloin1|339974|fgenesh1_kg.7436_#_4_#_ACTTGA_L001_R1_(paired)_contig_867,AMF
jgi|Rhicl1|16303|transcript:GBC04596,AMF
jgi|Gloin1|341277|fgenesh1_kg.9282_#_2_#_ACTTGA_L001_R1_(paired)_contig_4684,AMF
jgi|Rhidi1|773275|gm1.24349_g,AMF
jgi|Rhice1_1|836733|gm1.25517_g,AMF
jgi|Rhidi1|690289|fgenesh1_kg.80_#_43_#_TRINITY_GG_2453_c32_g1_i2,AMF
jgi|Rhidi1|695317|fgenesh1_kg.125_#_18_#_TRINITY_GG_5200_c31_g1_i4,AMF
jgi|RhiirA1_1|414421|fgenesh1_kg.218_#_16_#_step3_rep_c527,AMF
jgi|Rhicl1|21181|transcript:GBC09139,AMF
jgi|RhiirA4|424239|fgenesh1_pg.943_#_6,AMF
jgi|Rhicl1|2327|transcript:GBB93460,AMF
jgi|Rhicl1|16875|transcript:GBC05131,AMF
jgi|Gloin1|340454|fgenesh1_kg.8119_#_4_#_ACTTGA_L001_R1_(paired)_contig_2441,AMF
jgi|Rhicl1|2808|transcript:GBB93874,AMF
jgi|RhiirA4|538856|estExt_Genemark1.C_970022,AMF
jgi|Rhidi1|491863|CE491753_16588,AMF
jgi|Rhidi1|761638|gm1.12712_g,AMF
jgi|Gloin1|185103|CE84979_9588,AMF
jgi|Rhidi1|766832|gm1.17906_g,AMF
jgi|Gloin1|6533|gm1.6421_g,AMF
jgi|Gloin1|339853|fgenesh1_kg.7244_#_5_#_ACTTGA_L001_R1_(paired)_contig_1740,AMF
jgi|Rhidi1|752706|gm1.3780_g,AMF
jgi|RhiirC2|760229|fgenesh1_kg.2062_#_1_#_TR20104|c0_g8_i1,AMF
jgi|RhiirA4|527164|MIX33703_23_23,AMF
jgi|RhiirC2|856612|estExt_Genemark1.C_23760002,AMF
jgi|Rhidi1|767288|gm1.18362_g,AMF
jgi|Rhicl1|8618|transcript:GBB85758,AMF
jgi|Gloin1|338831|fgenesh1_kg.5900_#_3_#_step3_rep_c346,AMF
jgi|Rhidi1|73846|CE73736_204997,AMF
jgi|RhiirA4|449330|estExt_fgenesh1_pg.C_29170002,AMF
jgi|Rhiir2_1|725044|CE724911_21231,AMF
jgi|RhiirA1_1|439686|estExt_fgenesh1_pg.C_2420001,AMF
jgi|Geopyr1|5385|FUN_005233-T1,AMF
jgi|Gloin1|14859|gm1.14747_g,AMF
jgi|Rhicl1|448|transcript:GBB91887,AMF
jgi|Rhicl1|10206|transcript:GBB99604,AMF
jgi|Gloin1|148129|CE48005_1368,AMF
jgi|Rhicl1|13517|transcript:GBC01972,AMF
jgi|Rhiir2_1|1743338|fgenesh1_pm.360_#_10,AMF
jgi|Rhidi1|739496|estExt_fgenesh1_pg.C_480019,AMF
jgi|Rhicl1|27634|transcript:GBB91470,AMF
jgi|Rhidi1|753260|gm1.4334_g,AMF
jgi|Rhicl1|3727|transcript:GBB94620,AMF
jgi|Gloin1|334620|fgenesh1_kg.837_#_3_#_remain_c3883,AMF
jgi|Rhidi1|661368|fgenesh1_pg.6_#_45,AMF
jgi|Gloin1|339832|fgenesh1_kg.7226_#_4_#_step3_rep_c957,AMF
jgi|Rhidi1|113343|CE113233_62072,AMF
jgi|Gloin1|218427|CE118303_2426,AMF
jgi|RhiirA1_1|126283|CE126282_10121,AMF
jgi|Rhice1_1|687103|e_gw1.31.98.1,AMF
jgi|Gloin1|333899|fgenesh1_kg.55_#_5_#_step3_rep_c171,AMF
jgi|Rhicl1|19445|transcript:GBC07509,AMF
jgi|Rhicl1|17829|transcript:GBC05994,AMF
jgi|Rhiir2_1|1684448|fgenesh1_kg.261_#_135_#_TRINITY_DN10589_c1_g3_i1,AMF
jgi|Rhiir2_1|1582144|fgenesh1_kg.78_#_763_#_step3_c940,AMF
jgi|Gloin1|164776|CE64652_1357,AMF
jgi|Gloin1|345920|fgenesh1_kg.16748_#_1_#_ACTTGA_L001_R1_(paired)_contig_2486,AMF
jgi|Rhicl1|1468|transcript:GBB92743,AMF
jgi|Rhiir2_1|1520954|fgenesh1_kg.20_#_226_#_TRINITY_DN3690_c0_g2_i1,AMF
jgi|Gloin1|334160|fgenesh1_kg.371_#_1_#_remain_c453,AMF
jgi|Rhidi1|813023|estExt_Genemark1.C_1070027,AMF
jgi|Gloin1|252532|CE152408_803,AMF
jgi|Gloin1|345056|fgenesh1_kg.15320_#_1_#_ACTTGA_L001_R1_(paired)_contig_967,AMF
jgi|Rhice1_1|788306|fgenesh1_kg.652_#_3_#_TRINITY_DN30049_c0_g1_i1,AMF
jgi|Rhidi1|701766|fgenesh1_kg.199_#_101_#_TRINITY_GG_5357_c50_g1_i1,AMF
jgi|RhiirC2|212420|CE212324_7269,AMF
jgi|Rhicl1|589|transcript:GBB92012,AMF
jgi|Gloin1|243071|CE142947_2376,AMF
jgi|Rhiir2_1|1635217|fgenesh1_kg.150_#_388_#_step3_rep_c1398,AMF
